,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86
b2101,PROKKA_01862,PROKKA_00456,PROKKA_00896,PROKKA_01653,PROKKA_02144,PROKKA_04436,PROKKA_04094,PROKKA_04127,PROKKA_02501,PROKKA_00932,PROKKA_02401,PROKKA_00912,PROKKA_01560,PROKKA_02581
b0975,PROKKA_00481,PROKKA_03942,PROKKA_04769,PROKKA_00313,PROKKA_00940,PROKKA_00782,PROKKA_00551,PROKKA_02722,PROKKA_03712,PROKKA_04651,PROKKA_00954,PROKKA_04476,PROKKA_00280,PROKKA_03934
b2880,PROKKA_02674,PROKKA_01275,PROKKA_01727,PROKKA_02517,PROKKA_02932,PROKKA_03673,PROKKA_03318,PROKKA_05099,PROKKA_01679,PROKKA_01728,PROKKA_05386,PROKKA_01682,PROKKA_02307,PROKKA_01782
b0311,PROKKA_04803,PROKKA_03287,PROKKA_04014,PROKKA_04749,PROKKA_00135,PROKKA_01401,PROKKA_01188,PROKKA_02087,PROKKA_04321,PROKKA_04050,PROKKA_00015,PROKKA_03850,PROKKA_04565,PROKKA_04573
b2945,PROKKA_02743,PROKKA_01352,PROKKA_01796,PROKKA_02595,PROKKA_03004,PROKKA_03602,PROKKA_03247,PROKKA_05031,PROKKA_01613,PROKKA_01794,PROKKA_05306,PROKKA_01748,PROKKA_02374,PROKKA_01712
b0003,PROKKA_04433,PROKKA_02928,PROKKA_03666,PROKKA_04358,PROKKA_04612,PROKKA_01853,PROKKA_01557,PROKKA_01718,PROKKA_04729,PROKKA_03666,PROKKA_03431,PROKKA_03413,PROKKA_04176,PROKKA_04897
b4180,PROKKA_04213,PROKKA_02648,PROKKA_03375,PROKKA_04110,PROKKA_04365,PROKKA_02092,PROKKA_01838,PROKKA_01452,PROKKA_00204,PROKKA_03408,PROKKA_03736,PROKKA_03168,PROKKA_03954,PROKKA_00107
b1737,PROKKA_01390,PROKKA_00060,PROKKA_00403,PROKKA_01253,PROKKA_01725,PROKKA_04926,PROKKA_04551,PROKKA_03578,PROKKA_02940,PROKKA_00398,PROKKA_01909,PROKKA_00389,PROKKA_01111,PROKKA_03058
b0426,PROKKA_04917,PROKKA_03396,PROKKA_04111,PROKKA_04874,PROKKA_00252,PROKKA_01299,PROKKA_01091,PROKKA_02183,PROKKA_04231,PROKKA_04144,PROKKA_00143,PROKKA_03946,PROKKA_04658,PROKKA_04472
b2133,PROKKA_01903,PROKKA_00492,PROKKA_00935,PROKKA_01712,PROKKA_02181,PROKKA_04397,PROKKA_04055,PROKKA_04166,PROKKA_02464,PROKKA_00968,PROKKA_02462,PROKKA_00949,PROKKA_01597,PROKKA_02539
b0241,PROKKA_04707,PROKKA_03228,PROKKA_03966,PROKKA_04677,PROKKA_00093,PROKKA_01506,PROKKA_01225,PROKKA_02044,PROKKA_04443,PROKKA_04007,PROKKA_03069,PROKKA_03746,PROKKA_04498,PROKKA_04622
b3247,PROKKA_03097,PROKKA_01660,PROKKA_02219,PROKKA_03013,PROKKA_03338,PROKKA_03186,PROKKA_02899,PROKKA_00249,PROKKA_01275,PROKKA_02220,PROKKA_04823,PROKKA_02105,PROKKA_02716,PROKKA_01262
b1791,PROKKA_01443,PROKKA_00105,PROKKA_00458,PROKKA_01310,PROKKA_01772,PROKKA_04870,PROKKA_04493,PROKKA_03638,PROKKA_02886,PROKKA_00454,PROKKA_01970,PROKKA_00445,PROKKA_01166,PROKKA_02990
b2527,PROKKA_02284,PROKKA_00910,PROKKA_01317,PROKKA_02121,PROKKA_02560,PROKKA_04018,PROKKA_03685,PROKKA_04682,PROKKA_02100,PROKKA_01394,PROKKA_02923,PROKKA_01320,PROKKA_01964,PROKKA_02160
b2554,PROKKA_02313,PROKKA_00938,PROKKA_01339,PROKKA_02157,PROKKA_02590,PROKKA_03996,PROKKA_03662,PROKKA_04706,PROKKA_02075,PROKKA_01417,PROKKA_02955,PROKKA_01344,PROKKA_01986,PROKKA_02136
b1760,PROKKA_01413,PROKKA_00083,PROKKA_00426,PROKKA_01277,PROKKA_01748,PROKKA_04903,PROKKA_04527,PROKKA_03601,PROKKA_02917,PROKKA_00421,PROKKA_01935,PROKKA_00412,PROKKA_01135,PROKKA_03033
b2272,PROKKA_02048,PROKKA_00619,PROKKA_01080,PROKKA_01858,PROKKA_02315,PROKKA_04250,PROKKA_03911,PROKKA_04378,PROKKA_02323,PROKKA_01113,PROKKA_02647,PROKKA_01095,PROKKA_01740,PROKKA_02394
b0220,PROKKA_04684,PROKKA_03166,PROKKA_03905,PROKKA_04627,PROKKA_00073,PROKKA_01523,PROKKA_01291,PROKKA_01982,PROKKA_04462,PROKKA_03991,PROKKA_03144,PROKKA_03730,PROKKA_04437,PROKKA_04640
b2507,PROKKA_02257,PROKKA_00888,PROKKA_01290,PROKKA_02098,PROKKA_02536,PROKKA_04046,PROKKA_03711,PROKKA_04657,PROKKA_02125,PROKKA_01367,PROKKA_02892,PROKKA_01294,PROKKA_01936,PROKKA_02186
b0926,PROKKA_00437,PROKKA_03893,PROKKA_04726,PROKKA_00258,PROKKA_00888,PROKKA_00826,PROKKA_00597,PROKKA_02679,PROKKA_03755,PROKKA_04609,PROKKA_00901,PROKKA_04431,PROKKA_00237,PROKKA_03977
b1412,PROKKA_00999,PROKKA_04342,PROKKA_00130,PROKKA_00826,PROKKA_01402,PROKKA_00115,PROKKA_00103,PROKKA_03281,PROKKA_03214,PROKKA_00107,PROKKA_01479,PROKKA_00041,PROKKA_00783,PROKKA_03373
b0478,PROKKA_04971,PROKKA_03455,PROKKA_04166,PROKKA_04934,PROKKA_00309,PROKKA_01243,PROKKA_01033,PROKKA_02240,PROKKA_04177,PROKKA_04199,PROKKA_00202,PROKKA_04004,PROKKA_04712,PROKKA_04415
b3166,PROKKA_03019,PROKKA_01581,PROKKA_02141,PROKKA_02931,PROKKA_03260,PROKKA_03265,PROKKA_02977,PROKKA_00169,PROKKA_01352,PROKKA_02145,PROKKA_04906,PROKKA_02027,PROKKA_02641,PROKKA_01340
b1524,PROKKA_01138,PROKKA_04467,PROKKA_00216,PROKKA_00986,PROKKA_01521,PROKKA_05124,PROKKA_04802,PROKKA_03384,PROKKA_03118,PROKKA_00209,PROKKA_01616,PROKKA_00142,PROKKA_00916,PROKKA_03249
b1054,PROKKA_00546,PROKKA_04021,PROKKA_04839,PROKKA_00399,PROKKA_01020,PROKKA_00579,PROKKA_00489,PROKKA_02789,PROKKA_03644,PROKKA_04719,PROKKA_01029,PROKKA_04706,PROKKA_00414,PROKKA_03769
b2991,PROKKA_02836,PROKKA_01405,PROKKA_01957,PROKKA_02738,PROKKA_03250,PROKKA_03454,PROKKA_03158,PROKKA_04816,PROKKA_01534,PROKKA_01960,PROKKA_05169,PROKKA_01829,PROKKA_02454,PROKKA_01543
b2180,PROKKA_01951,PROKKA_00539,PROKKA_00981,PROKKA_01771,PROKKA_02230,PROKKA_04349,PROKKA_04007,PROKKA_04212,PROKKA_02417,PROKKA_01015,PROKKA_02521,PROKKA_00998,PROKKA_01644,PROKKA_02491
b2515,PROKKA_02270,PROKKA_00897,PROKKA_01303,PROKKA_02107,PROKKA_02546,PROKKA_04031,PROKKA_03698,PROKKA_04669,PROKKA_02113,PROKKA_01380,PROKKA_02907,PROKKA_01307,PROKKA_01951,PROKKA_02173
b0722,PROKKA_00207,PROKKA_03680,PROKKA_04404,PROKKA_05202,PROKKA_00610,PROKKA_01034,PROKKA_00811,PROKKA_02466,PROKKA_03963,PROKKA_04402,PROKKA_00456,PROKKA_04213,PROKKA_04920,PROKKA_04200
b1851,PROKKA_01511,PROKKA_00175,PROKKA_00517,PROKKA_01387,PROKKA_01841,PROKKA_04805,PROKKA_04427,PROKKA_03700,PROKKA_02824,PROKKA_00515,PROKKA_02040,PROKKA_00508,PROKKA_01224,PROKKA_02926
b0781,PROKKA_00276,PROKKA_03741,PROKKA_04465,PROKKA_00043,PROKKA_00672,PROKKA_00972,PROKKA_00749,PROKKA_02528,PROKKA_03902,PROKKA_04463,PROKKA_00549,PROKKA_04274,PROKKA_00015,PROKKA_04138
b3320,PROKKA_03173,PROKKA_01735,PROKKA_02302,PROKKA_03095,PROKKA_03414,PROKKA_03100,PROKKA_02815,PROKKA_00335,PROKKA_01191,PROKKA_02307,PROKKA_04731,PROKKA_02191,PROKKA_02801,PROKKA_01172
b3406,PROKKA_03240,PROKKA_01803,PROKKA_02385,PROKKA_03168,PROKKA_03491,PROKKA_03016,PROKKA_02732,PROKKA_00418,PROKKA_01109,PROKKA_02392,PROKKA_04653,PROKKA_02275,PROKKA_02883,PROKKA_01088
b0865,PROKKA_00374,PROKKA_03830,PROKKA_04550,PROKKA_00153,PROKKA_00767,PROKKA_00889,PROKKA_00663,PROKKA_02616,PROKKA_03817,PROKKA_04547,PROKKA_00774,PROKKA_04361,PROKKA_00145,PROKKA_04052
b3991,PROKKA_03964,PROKKA_02445,PROKKA_03131,PROKKA_03886,PROKKA_04157,PROKKA_02328,PROKKA_02059,PROKKA_01145,PROKKA_00445,PROKKA_03066,PROKKA_04068,PROKKA_02940,PROKKA_03620,PROKKA_00419
b0301,PROKKA_04796,PROKKA_03274,PROKKA_04001,PROKKA_04742,PROKKA_00120,PROKKA_01415,PROKKA_01200,PROKKA_02075,PROKKA_04335,PROKKA_04037,PROKKA_03009,PROKKA_03837,PROKKA_04552,PROKKA_04585
b4142,PROKKA_04173,PROKKA_02607,PROKKA_03334,PROKKA_04070,PROKKA_04326,PROKKA_02131,PROKKA_01878,PROKKA_01411,PROKKA_00244,PROKKA_03447,PROKKA_03779,PROKKA_03128,PROKKA_03915,PROKKA_00146
b0581,PROKKA_00069,PROKKA_03535,PROKKA_04243,PROKKA_05045,PROKKA_00459,PROKKA_01170,PROKKA_00962,PROKKA_02317,PROKKA_04103,PROKKA_04268,PROKKA_00292,PROKKA_04074,PROKKA_04785,PROKKA_04337
b3662,PROKKA_03566,PROKKA_02087,PROKKA_02766,PROKKA_03500,PROKKA_03790,PROKKA_02698,PROKKA_02432,PROKKA_00720,PROKKA_00819,PROKKA_02703,PROKKA_04213,PROKKA_02573,PROKKA_03212,PROKKA_00785
b1609,PROKKA_01250,PROKKA_04559,PROKKA_00266,PROKKA_01098,PROKKA_01582,PROKKA_05065,PROKKA_04688,PROKKA_03440,PROKKA_03074,PROKKA_00263,PROKKA_01757,PROKKA_00255,PROKKA_00972,PROKKA_03201
b1908,PROKKA_01567,PROKKA_00244,PROKKA_00577,PROKKA_01442,PROKKA_01902,PROKKA_04748,PROKKA_04372,PROKKA_03847,PROKKA_02768,PROKKA_00572,PROKKA_02103,PROKKA_00564,PROKKA_01279,PROKKA_02868
b0325,PROKKA_04821,PROKKA_03306,PROKKA_04027,PROKKA_04772,PROKKA_00154,PROKKA_01386,PROKKA_01173,PROKKA_02103,PROKKA_04308,PROKKA_04063,PROKKA_00034,PROKKA_03864,PROKKA_04579,PROKKA_04559
b1664,PROKKA_01311,PROKKA_04617,PROKKA_00325,PROKKA_01167,PROKKA_01643,PROKKA_05006,PROKKA_04631,PROKKA_03498,PROKKA_03017,PROKKA_00321,PROKKA_01823,PROKKA_00312,PROKKA_01031,PROKKA_03141
b2425,PROKKA_02180,PROKKA_00806,PROKKA_01226,PROKKA_02009,PROKKA_02455,PROKKA_04109,PROKKA_03775,PROKKA_04572,PROKKA_02189,PROKKA_01254,PROKKA_02810,PROKKA_01231,PROKKA_01873,PROKKA_02251
b3690,PROKKA_03602,PROKKA_02118,PROKKA_02794,PROKKA_03534,PROKKA_03819,PROKKA_02673,PROKKA_02407,PROKKA_00745,PROKKA_00793,PROKKA_02727,PROKKA_04172,PROKKA_02596,PROKKA_03237,PROKKA_00761
b1201,PROKKA_00759,PROKKA_04148,PROKKA_05035,PROKKA_00575,PROKKA_01205,PROKKA_00298,PROKKA_00352,PROKKA_03025,PROKKA_03452,PROKKA_05017,PROKKA_01182,PROKKA_04943,PROKKA_00615,PROKKA_03553
b0091,PROKKA_04524,PROKKA_03020,PROKKA_03766,PROKKA_04455,PROKKA_04702,PROKKA_01756,PROKKA_01460,PROKKA_01810,PROKKA_04630,PROKKA_03759,PROKKA_03322,PROKKA_03509,PROKKA_04269,PROKKA_04804
b0760,PROKKA_00254,PROKKA_03719,PROKKA_04443,PROKKA_00019,PROKKA_00649,PROKKA_00996,PROKKA_00772,PROKKA_02503,PROKKA_03924,PROKKA_04440,PROKKA_00523,PROKKA_04250,PROKKA_04954,PROKKA_04161
b1748,PROKKA_01401,PROKKA_00071,PROKKA_00414,PROKKA_01264,PROKKA_01736,PROKKA_04915,PROKKA_04540,PROKKA_03589,PROKKA_02929,PROKKA_00409,PROKKA_01922,PROKKA_00400,PROKKA_01123,PROKKA_03047
b1742,PROKKA_01395,PROKKA_00065,PROKKA_00408,PROKKA_01258,PROKKA_01730,PROKKA_04921,PROKKA_04546,PROKKA_03583,PROKKA_02935,PROKKA_00403,PROKKA_01914,PROKKA_00394,PROKKA_01117,PROKKA_03053
b0990,PROKKA_00489,PROKKA_03958,PROKKA_04777,PROKKA_00330,PROKKA_00958,PROKKA_00775,PROKKA_00545,PROKKA_02730,PROKKA_03704,PROKKA_04659,PROKKA_00963,PROKKA_04483,PROKKA_00288,PROKKA_03928
b3115,PROKKA_02967,PROKKA_01528,PROKKA_02092,PROKKA_02874,PROKKA_03120,PROKKA_03314,PROKKA_03025,PROKKA_00120,PROKKA_01400,PROKKA_02099,PROKKA_04964,PROKKA_01979,PROKKA_02591,PROKKA_01391
b2384,PROKKA_02144,PROKKA_00767,PROKKA_01189,PROKKA_01973,PROKKA_02416,PROKKA_04148,PROKKA_03817,PROKKA_04532,PROKKA_02228,PROKKA_01215,PROKKA_02767,PROKKA_01192,PROKKA_01834,PROKKA_02291
b1534,PROKKA_01148,PROKKA_04484,PROKKA_00225,PROKKA_01006,PROKKA_01538,PROKKA_05108,PROKKA_04793,PROKKA_03400,PROKKA_03109,PROKKA_00224,PROKKA_01629,PROKKA_00157,PROKKA_00931,PROKKA_03236
b0961,PROKKA_00467,PROKKA_03928,PROKKA_04754,PROKKA_00296,PROKKA_00925,PROKKA_00797,PROKKA_00566,PROKKA_02708,PROKKA_03726,PROKKA_04637,PROKKA_00940,PROKKA_04460,PROKKA_00266,PROKKA_03948
b0143,PROKKA_04578,PROKKA_03073,PROKKA_03825,PROKKA_04512,PROKKA_04760,PROKKA_01697,PROKKA_01405,PROKKA_01867,PROKKA_04574,PROKKA_03818,PROKKA_03264,PROKKA_03567,PROKKA_04327,PROKKA_04744
b0032,PROKKA_04463,PROKKA_02959,PROKKA_03697,PROKKA_04388,PROKKA_04643,PROKKA_01822,PROKKA_01526,PROKKA_01748,PROKKA_04698,PROKKA_03697,PROKKA_03393,PROKKA_03444,PROKKA_04205,PROKKA_04869
b0422,PROKKA_04913,PROKKA_03392,PROKKA_04107,PROKKA_04870,PROKKA_00248,PROKKA_01303,PROKKA_01095,PROKKA_02179,PROKKA_04235,PROKKA_04140,PROKKA_00139,PROKKA_03942,PROKKA_04654,PROKKA_04477
b3412,PROKKA_03247,PROKKA_01810,PROKKA_02391,PROKKA_03175,PROKKA_03497,PROKKA_03010,PROKKA_02726,PROKKA_00425,PROKKA_01103,PROKKA_02398,PROKKA_04647,PROKKA_02282,PROKKA_02889,PROKKA_01081
b3688,PROKKA_03600,PROKKA_02116,PROKKA_02792,PROKKA_03532,PROKKA_03817,PROKKA_02675,PROKKA_02409,PROKKA_00743,PROKKA_00795,PROKKA_02725,PROKKA_04174,PROKKA_02594,PROKKA_03235,PROKKA_00763
b3308,PROKKA_03161,PROKKA_01723,PROKKA_02290,PROKKA_03082,PROKKA_03402,PROKKA_03112,PROKKA_02827,PROKKA_00323,PROKKA_01203,PROKKA_02295,PROKKA_04744,PROKKA_02179,PROKKA_02789,PROKKA_01185
b1013,PROKKA_00512,PROKKA_03981,PROKKA_04800,PROKKA_00354,PROKKA_00982,PROKKA_00752,PROKKA_00522,PROKKA_02753,PROKKA_03681,PROKKA_04682,PROKKA_00988,PROKKA_04506,PROKKA_00311,PROKKA_03905
b2838,PROKKA_02615,PROKKA_01204,PROKKA_01703,PROKKA_02460,PROKKA_02879,PROKKA_03698,PROKKA_03342,PROKKA_05123,PROKKA_01703,PROKKA_01704,PROKKA_05454,PROKKA_01657,PROKKA_02282,PROKKA_01809
b1856,PROKKA_01517,PROKKA_00181,PROKKA_00523,PROKKA_01393,PROKKA_01847,PROKKA_04799,PROKKA_04421,PROKKA_03706,PROKKA_02818,PROKKA_00521,PROKKA_02048,PROKKA_00514,PROKKA_01230,PROKKA_02920
b1286,PROKKA_00927,PROKKA_04245,PROKKA_00051,PROKKA_00685,PROKKA_01304,PROKKA_00197,PROKKA_00182,PROKKA_03206,PROKKA_03356,PROKKA_00030,PROKKA_01316,PROKKA_05035,PROKKA_00711,PROKKA_03457
b2137,PROKKA_01907,PROKKA_00496,PROKKA_00939,PROKKA_01716,PROKKA_02185,PROKKA_04393,PROKKA_04051,PROKKA_04170,PROKKA_02460,PROKKA_00972,PROKKA_02466,PROKKA_00953,PROKKA_01601,PROKKA_02535
b2705,PROKKA_02470,PROKKA_01063,PROKKA_01521,PROKKA_02291,PROKKA_02741,PROKKA_03870,PROKKA_03524,PROKKA_05306,PROKKA_01901,PROKKA_01540,PROKKA_05616,PROKKA_01473,PROKKA_02112,PROKKA_02004
b2728,PROKKA_02493,PROKKA_01086,PROKKA_01545,PROKKA_02317,PROKKA_02764,PROKKA_03845,PROKKA_03499,PROKKA_05279,PROKKA_01877,PROKKA_01565,PROKKA_05591,PROKKA_01500,PROKKA_02136,PROKKA_01979
b2239,PROKKA_02014,PROKKA_00590,PROKKA_01044,PROKKA_01828,PROKKA_02284,PROKKA_04284,PROKKA_03945,PROKKA_04342,PROKKA_02357,PROKKA_01078,PROKKA_02605,PROKKA_01059,PROKKA_01705,PROKKA_02428
b2460,PROKKA_02206,PROKKA_00832,PROKKA_01250,PROKKA_02036,PROKKA_02481,PROKKA_04085,PROKKA_03751,PROKKA_04596,PROKKA_02165,PROKKA_01278,PROKKA_02836,PROKKA_01256,PROKKA_01897,PROKKA_02226
b1036,PROKKA_00527,PROKKA_04004,PROKKA_04820,PROKKA_00380,PROKKA_01004,PROKKA_00597,PROKKA_00510,PROKKA_02772,PROKKA_03661,PROKKA_04702,PROKKA_01008,PROKKA_04689,PROKKA_00397,PROKKA_03787
b4361,PROKKA_04381,PROKKA_02865,PROKKA_03618,PROKKA_04307,PROKKA_04566,PROKKA_01902,PROKKA_01608,PROKKA_01669,PROKKA_00022,PROKKA_03617,PROKKA_03481,PROKKA_03365,PROKKA_04126,PROKKA_05011
b0492,PROKKA_04993,PROKKA_03471,PROKKA_04185,PROKKA_04950,PROKKA_00327,PROKKA_01223,PROKKA_01017,PROKKA_02261,PROKKA_04159,PROKKA_04215,PROKKA_00225,PROKKA_04021,PROKKA_04732,PROKKA_04396
b2328,PROKKA_02101,PROKKA_00674,PROKKA_01134,PROKKA_01918,PROKKA_02369,PROKKA_04195,PROKKA_03858,PROKKA_04486,PROKKA_02268,PROKKA_01167,PROKKA_02712,PROKKA_01148,PROKKA_01794,PROKKA_02334
b4363,PROKKA_04383,PROKKA_02867,PROKKA_03620,PROKKA_04309,PROKKA_04568,PROKKA_01900,PROKKA_01606,PROKKA_01671,PROKKA_00020,PROKKA_03619,PROKKA_03479,PROKKA_03367,PROKKA_04128,PROKKA_05009
b3306,PROKKA_03159,PROKKA_01721,PROKKA_02288,PROKKA_03080,PROKKA_03400,PROKKA_03114,PROKKA_02829,PROKKA_00321,PROKKA_01205,PROKKA_02293,PROKKA_04746,PROKKA_02177,PROKKA_02787,PROKKA_01187
b2466,PROKKA_02212,PROKKA_00838,PROKKA_01256,PROKKA_02045,PROKKA_02487,PROKKA_04079,PROKKA_03745,PROKKA_04603,PROKKA_02159,PROKKA_01284,PROKKA_02845,PROKKA_01262,PROKKA_01903,PROKKA_02220
b3080,PROKKA_02932,PROKKA_01490,PROKKA_02059,PROKKA_02830,PROKKA_03157,PROKKA_03348,PROKKA_03058,PROKKA_00083,PROKKA_01433,PROKKA_02066,PROKKA_05005,PROKKA_01943,PROKKA_02558,PROKKA_01428
b2066,PROKKA_01781,PROKKA_00401,PROKKA_00864,PROKKA_01613,PROKKA_02108,PROKKA_04472,PROKKA_04138,PROKKA_04095,PROKKA_02534,PROKKA_00897,PROKKA_02365,PROKKA_00879,PROKKA_01528,PROKKA_02618
b0741,PROKKA_00235,PROKKA_03699,PROKKA_04424,PROKKA_05224,PROKKA_00629,PROKKA_01015,PROKKA_00793,PROKKA_02484,PROKKA_03943,PROKKA_04420,PROKKA_00500,PROKKA_04231,PROKKA_04937,PROKKA_04181
b3779,PROKKA_03690,PROKKA_02211,PROKKA_02881,PROKKA_03633,PROKKA_03913,PROKKA_02588,PROKKA_02317,PROKKA_00831,PROKKA_00701,PROKKA_02811,PROKKA_05736,PROKKA_02687,PROKKA_03325,PROKKA_00675
b1602,PROKKA_01243,PROKKA_04552,PROKKA_00259,PROKKA_01088,PROKKA_01575,PROKKA_05074,PROKKA_04697,PROKKA_03432,PROKKA_03081,PROKKA_00256,PROKKA_01747,PROKKA_00248,PROKKA_00964,PROKKA_03208
b0160,PROKKA_04595,PROKKA_03090,PROKKA_03846,PROKKA_04530,PROKKA_04778,PROKKA_01680,PROKKA_01388,PROKKA_01885,PROKKA_04553,PROKKA_03835,PROKKA_03240,PROKKA_03584,PROKKA_04344,PROKKA_04727
b0930,PROKKA_00441,PROKKA_03897,PROKKA_04730,PROKKA_00262,PROKKA_00893,PROKKA_00822,PROKKA_00593,PROKKA_02683,PROKKA_03751,PROKKA_04613,PROKKA_00905,PROKKA_04435,PROKKA_00241,PROKKA_03973
b2811,PROKKA_02584,PROKKA_01173,PROKKA_01635,PROKKA_02421,PROKKA_02848,PROKKA_03757,PROKKA_03409,PROKKA_05185,PROKKA_01764,PROKKA_01649,PROKKA_05494,PROKKA_01595,PROKKA_02224,PROKKA_01872
b0428,PROKKA_04919,PROKKA_03402,PROKKA_04113,PROKKA_04880,PROKKA_00257,PROKKA_01297,PROKKA_01086,PROKKA_02188,PROKKA_04229,PROKKA_04146,PROKKA_00145,PROKKA_03950,PROKKA_04660,PROKKA_04470
b1436,PROKKA_01025,PROKKA_04367,PROKKA_00154,PROKKA_00854,PROKKA_01427,PROKKA_00092,PROKKA_00081,PROKKA_03309,PROKKA_03191,PROKKA_00128,PROKKA_01508,PROKKA_00062,PROKKA_00806,PROKKA_03345
b4389,PROKKA_04411,PROKKA_02912,PROKKA_03649,PROKKA_04340,PROKKA_04596,PROKKA_01871,PROKKA_01576,PROKKA_01700,PROKKA_04745,PROKKA_03648,PROKKA_03451,PROKKA_03395,PROKKA_04158,PROKKA_04915
b2388,PROKKA_02148,PROKKA_00771,PROKKA_01193,PROKKA_01977,PROKKA_02420,PROKKA_04144,PROKKA_03813,PROKKA_04536,PROKKA_02224,PROKKA_01219,PROKKA_02771,PROKKA_01196,PROKKA_01838,PROKKA_02286
b1072,PROKKA_00564,PROKKA_04039,PROKKA_04856,PROKKA_00417,PROKKA_01038,PROKKA_00561,PROKKA_00471,PROKKA_02807,PROKKA_03626,PROKKA_04737,PROKKA_01047,PROKKA_04724,PROKKA_00432,PROKKA_03751
b0429,PROKKA_04920,PROKKA_03403,PROKKA_04114,PROKKA_04881,PROKKA_00258,PROKKA_01296,PROKKA_01085,PROKKA_02189,PROKKA_04228,PROKKA_04147,PROKKA_00146,PROKKA_03951,PROKKA_04661,PROKKA_04469
b2368,PROKKA_02128,PROKKA_00751,PROKKA_01172,PROKKA_01951,PROKKA_02397,PROKKA_04164,PROKKA_03833,PROKKA_04516,PROKKA_02244,PROKKA_01199,PROKKA_02747,PROKKA_01176,PROKKA_01818,PROKKA_02307
b2435,PROKKA_02190,PROKKA_00816,PROKKA_01234,PROKKA_02019,PROKKA_02465,PROKKA_04101,PROKKA_03767,PROKKA_04580,PROKKA_02181,PROKKA_01262,PROKKA_02820,PROKKA_01239,PROKKA_01882,PROKKA_02243
b0080,PROKKA_04513,PROKKA_03008,PROKKA_03755,PROKKA_04444,PROKKA_04715,PROKKA_01768,PROKKA_01471,PROKKA_01799,PROKKA_04641,PROKKA_03748,PROKKA_03336,PROKKA_03498,PROKKA_04258,PROKKA_04815
b3345,PROKKA_03184,PROKKA_01746,PROKKA_02327,PROKKA_03106,PROKKA_03425,PROKKA_03075,PROKKA_02790,PROKKA_00360,PROKKA_01166,PROKKA_02332,PROKKA_04720,PROKKA_02216,PROKKA_02826,PROKKA_01147
b3648,PROKKA_03540,PROKKA_02068,PROKKA_02649,PROKKA_03468,PROKKA_03772,PROKKA_02740,PROKKA_02456,PROKKA_00696,PROKKA_00843,PROKKA_02661,PROKKA_04342,PROKKA_02549,PROKKA_03144,PROKKA_00824
b2906,PROKKA_02699,PROKKA_01301,PROKKA_01753,PROKKA_02547,PROKKA_02958,PROKKA_03643,PROKKA_03292,PROKKA_05074,PROKKA_01654,PROKKA_01753,PROKKA_05354,PROKKA_01707,PROKKA_02333,PROKKA_01756
b2471,PROKKA_02217,PROKKA_00843,PROKKA_01262,PROKKA_02052,PROKKA_02492,PROKKA_04073,PROKKA_03740,PROKKA_04609,PROKKA_02153,PROKKA_01289,PROKKA_02851,PROKKA_01267,PROKKA_01908,PROKKA_02214
b4465,PROKKA_02730,PROKKA_01333,PROKKA_01783,PROKKA_02581,PROKKA_02991,PROKKA_03615,PROKKA_03263,PROKKA_05045,PROKKA_01626,PROKKA_01781,PROKKA_05322,PROKKA_01735,PROKKA_02361,PROKKA_01727
b4484,PROKKA_03839,PROKKA_02357,PROKKA_03046,PROKKA_03795,PROKKA_04070,PROKKA_02417,PROKKA_02154,PROKKA_01012,PROKKA_00530,PROKKA_02977,PROKKA_05932,PROKKA_02851,PROKKA_03489,PROKKA_00509
b2924,PROKKA_02718,PROKKA_01321,PROKKA_01771,PROKKA_02567,PROKKA_02978,PROKKA_03627,PROKKA_03276,PROKKA_05057,PROKKA_01638,PROKKA_01769,PROKKA_05330,PROKKA_01723,PROKKA_02349,PROKKA_01740
b3821,PROKKA_03737,PROKKA_02257,PROKKA_02928,PROKKA_03684,PROKKA_03962,PROKKA_02540,PROKKA_02271,PROKKA_00883,PROKKA_00655,PROKKA_02858,PROKKA_05785,PROKKA_02735,PROKKA_03373,PROKKA_00627
b3537,PROKKA_03420,PROKKA_01941,PROKKA_02529,PROKKA_03325,PROKKA_03628,PROKKA_02860,PROKKA_02582,PROKKA_00568,PROKKA_00961,PROKKA_02544,PROKKA_04492,PROKKA_02434,PROKKA_03032,PROKKA_00937
b3485,PROKKA_03347,PROKKA_01884,PROKKA_02471,PROKKA_03263,PROKKA_03571,PROKKA_02922,PROKKA_02643,PROKKA_00507,PROKKA_01019,PROKKA_02486,PROKKA_04565,PROKKA_02375,PROKKA_02973,PROKKA_00998
b1466,PROKKA_01063,PROKKA_04405,PROKKA_00175,PROKKA_00886,PROKKA_01455,PROKKA_00056,PROKKA_00051,PROKKA_03343,PROKKA_03161,PROKKA_00159,PROKKA_01536,PROKKA_00096,PROKKA_00839,PROKKA_03317
b0734,PROKKA_00227,PROKKA_03691,PROKKA_04416,PROKKA_05216,PROKKA_00621,PROKKA_01024,PROKKA_00801,PROKKA_02476,PROKKA_03951,PROKKA_04412,PROKKA_00492,PROKKA_04223,PROKKA_04929,PROKKA_04189
b1718,PROKKA_01371,PROKKA_00041,PROKKA_00385,PROKKA_01230,PROKKA_01703,PROKKA_04944,PROKKA_04570,PROKKA_03560,PROKKA_02958,PROKKA_00380,PROKKA_01888,PROKKA_00371,PROKKA_01093,PROKKA_03077
