gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
18471_mukF	PROKKA_00433	PROKKA_00884	PROKKA_00830	PROKKA_03889	PROKKA_00602	PROKKA_02675	PROKKA_03759	PROKKA_04605	PROKKA_04722	PROKKA_04427	PROKKA_00233	PROKKA_00253	PROKKA_03981
18472_mukE	PROKKA_00434	PROKKA_00885	PROKKA_00829	PROKKA_03890	PROKKA_00601	PROKKA_02676	PROKKA_03758	PROKKA_04606	PROKKA_04723	PROKKA_04428	PROKKA_00234	PROKKA_00254	PROKKA_03980
18473_mukB	PROKKA_00435	PROKKA_00886	PROKKA_00828	PROKKA_03891	PROKKA_00600	PROKKA_02677	PROKKA_03757	PROKKA_04607	PROKKA_04724	PROKKA_04429	PROKKA_00235	PROKKA_00255	PROKKA_03979
18475_Peptidase_M15	PROKKA_00437	PROKKA_00888	PROKKA_00826	PROKKA_03893	PROKKA_00597	PROKKA_02679	PROKKA_03755	PROKKA_04609	PROKKA_04726	PROKKA_04431	PROKKA_00237	PROKKA_00258	PROKKA_03977
18476_putative_metallo-hydrolase	PROKKA_00438	PROKKA_00889	PROKKA_00825	PROKKA_03894	PROKKA_00596	PROKKA_02680	PROKKA_03754	PROKKA_04610	PROKKA_04727	PROKKA_04432	PROKKA_00238	PROKKA_00259	PROKKA_03976
18477_aspC	PROKKA_00439	PROKKA_00891	PROKKA_00824	PROKKA_03895	PROKKA_00595	PROKKA_02681	PROKKA_03753	PROKKA_04611	PROKKA_04728	PROKKA_04433	PROKKA_00239	PROKKA_00260	PROKKA_03975
18480_pncB	PROKKA_00442	PROKKA_00894	PROKKA_00821	PROKKA_03898	PROKKA_00592	PROKKA_02684	PROKKA_03750	PROKKA_04614	PROKKA_04731	PROKKA_04436	PROKKA_00242	PROKKA_00264	PROKKA_03972
18481_pepN	PROKKA_00443	PROKKA_00895	PROKKA_00820	PROKKA_03899	PROKKA_00591	PROKKA_02685	PROKKA_03749	PROKKA_04615	PROKKA_04732	PROKKA_04437	PROKKA_00243	PROKKA_00265	PROKKA_03971
18484_ssuD	PROKKA_00448	PROKKA_00898	PROKKA_00817	PROKKA_03902	PROKKA_00586	PROKKA_02688	PROKKA_03745	PROKKA_04618	PROKKA_04735	PROKKA_04441	PROKKA_00247	PROKKA_00268	PROKKA_03968
18486_ssuE	PROKKA_00450	PROKKA_00900	PROKKA_00815	PROKKA_03904	PROKKA_00584	PROKKA_02690	PROKKA_03743	PROKKA_04620	PROKKA_04737	PROKKA_04443	PROKKA_00249	PROKKA_00270	PROKKA_03965
18494_pyrD	PROKKA_00451	PROKKA_00909	PROKKA_00814	PROKKA_03912	PROKKA_00583	PROKKA_02691	PROKKA_03742	PROKKA_04621	PROKKA_04738	PROKKA_04444	PROKKA_00250	PROKKA_00278	PROKKA_03964
18495_zapC	PROKKA_00452	PROKKA_00910	PROKKA_00813	PROKKA_03913	PROKKA_00582	PROKKA_02692	PROKKA_03741	PROKKA_04622	PROKKA_04739	PROKKA_04445	PROKKA_00251	PROKKA_00279	PROKKA_03963
18497_rlmL	PROKKA_00454	PROKKA_00912	PROKKA_00811	PROKKA_03915	PROKKA_00580	PROKKA_02695	PROKKA_03739	PROKKA_04624	PROKKA_04741	PROKKA_04447	PROKKA_00253	PROKKA_00281	PROKKA_03961
18498_uup	PROKKA_00455	PROKKA_00913	PROKKA_00810	PROKKA_03916	PROKKA_00579	PROKKA_02696	PROKKA_03738	PROKKA_04625	PROKKA_04742	PROKKA_04448	PROKKA_00254	PROKKA_00282	PROKKA_03960
18499_pqiA	PROKKA_00456	PROKKA_00914	PROKKA_00809	PROKKA_03917	PROKKA_00578	PROKKA_02697	PROKKA_03737	PROKKA_04626	PROKKA_04743	PROKKA_04449	PROKKA_00255	PROKKA_00283	PROKKA_03959
18500_pqiB_2	PROKKA_00457	PROKKA_00915	PROKKA_00808	PROKKA_03918	PROKKA_00577	PROKKA_02698	PROKKA_03736	PROKKA_04627	PROKKA_04744	PROKKA_04450	PROKKA_00256	PROKKA_00284	PROKKA_03958
18501_hypothetical_protein	PROKKA_00458	PROKKA_00916	PROKKA_00807	PROKKA_03919	PROKKA_00576	PROKKA_02699	PROKKA_03735	PROKKA_04628	PROKKA_04745	PROKKA_04451	PROKKA_00257	PROKKA_00285	PROKKA_03957
18502_rmf	PROKKA_00459	PROKKA_00917	PROKKA_00806	PROKKA_03920	PROKKA_00575	PROKKA_02700	PROKKA_03734	PROKKA_04629	PROKKA_04746	PROKKA_04452	PROKKA_00258	PROKKA_00286	PROKKA_03956
18503_fabA	PROKKA_00460	PROKKA_00918	PROKKA_00805	PROKKA_03921	PROKKA_00574	PROKKA_02701	PROKKA_03733	PROKKA_04630	PROKKA_04747	PROKKA_04453	PROKKA_00259	PROKKA_00287	PROKKA_03955
18504_lon_2	PROKKA_00461	PROKKA_00919	PROKKA_00804	PROKKA_03922	PROKKA_00573	PROKKA_02702	PROKKA_03732	PROKKA_04631	PROKKA_04748	PROKKA_04454	PROKKA_00260	PROKKA_00288	PROKKA_03954
18505_matP	PROKKA_00462	PROKKA_00920	PROKKA_00803	PROKKA_03923	PROKKA_00572	PROKKA_02703	PROKKA_03731	PROKKA_04632	PROKKA_04749	PROKKA_04455	PROKKA_00261	PROKKA_00289	PROKKA_03953
18506_ompA	PROKKA_00463	PROKKA_00921	PROKKA_00802	PROKKA_03924	PROKKA_00571	PROKKA_02704	PROKKA_03730	PROKKA_04633	PROKKA_04750	PROKKA_04456	PROKKA_00262	PROKKA_00290	PROKKA_03952
18509_yccS_2	PROKKA_00466	PROKKA_00924	PROKKA_00798	PROKKA_03927	PROKKA_00567	PROKKA_02707	PROKKA_03727	PROKKA_04636	PROKKA_04753	PROKKA_04459	PROKKA_00265	PROKKA_00295	PROKKA_03949
18510_yccF	PROKKA_00467	PROKKA_00925	PROKKA_00797	PROKKA_03928	PROKKA_00566	PROKKA_02708	PROKKA_03726	PROKKA_04637	PROKKA_04754	PROKKA_04460	PROKKA_00266	PROKKA_00296	PROKKA_03948
18511_helD	PROKKA_00468	PROKKA_00926	PROKKA_00796	PROKKA_03929	PROKKA_00565	PROKKA_02709	PROKKA_03725	PROKKA_04638	PROKKA_04755	PROKKA_04461	PROKKA_00267	PROKKA_00297	PROKKA_03947
18513_hypothetical_protein	PROKKA_00470	PROKKA_00928	PROKKA_00794	PROKKA_03931	PROKKA_00562	PROKKA_02711	PROKKA_03723	PROKKA_04640	PROKKA_04757	PROKKA_04464	PROKKA_00269	PROKKA_00300	PROKKA_03945
18514_hypothetical_protein	PROKKA_00471	PROKKA_00929	PROKKA_00793	PROKKA_03932	PROKKA_00561	PROKKA_02712	PROKKA_03722	PROKKA_04641	PROKKA_04758	PROKKA_04466	PROKKA_00270	PROKKA_00301	PROKKA_03944
18515_hspQ	PROKKA_00472	PROKKA_00930	PROKKA_00792	PROKKA_03933	PROKKA_00560	PROKKA_02713	PROKKA_03721	PROKKA_04642	PROKKA_04759	PROKKA_04467	PROKKA_00271	PROKKA_00302	PROKKA_03943
18516_rlmI	PROKKA_00473	PROKKA_00931	PROKKA_00791	PROKKA_03934	PROKKA_00559	PROKKA_02714	PROKKA_03720	PROKKA_04643	PROKKA_04760	PROKKA_04468	PROKKA_00272	PROKKA_00303	PROKKA_03942
18517_yccX	PROKKA_00474	PROKKA_00932	PROKKA_00790	PROKKA_03935	PROKKA_00558	PROKKA_02715	PROKKA_03719	PROKKA_04644	PROKKA_04761	PROKKA_04469	PROKKA_00273	PROKKA_00304	PROKKA_03941
18518_tusE	PROKKA_00475	PROKKA_00933	PROKKA_00789	PROKKA_03936	PROKKA_00557	PROKKA_02716	PROKKA_03718	PROKKA_04645	PROKKA_04762	PROKKA_04470	PROKKA_00274	PROKKA_00305	PROKKA_03940
18520_hyaA	PROKKA_00478	PROKKA_00936	PROKKA_00786	PROKKA_03939	PROKKA_00554	PROKKA_02719	PROKKA_03715	PROKKA_04648	PROKKA_04765	PROKKA_04473	PROKKA_00277	PROKKA_00309	PROKKA_03937
18523_hybD_2	PROKKA_00481	PROKKA_00940	PROKKA_00782	PROKKA_03942	PROKKA_00551	PROKKA_02722	PROKKA_03712	PROKKA_04651	PROKKA_04769	PROKKA_04476	PROKKA_00280	PROKKA_00313	PROKKA_03934
18524_hyaE	PROKKA_00482	PROKKA_00941	PROKKA_00781	PROKKA_03943	PROKKA_00550	PROKKA_02723	PROKKA_03711	PROKKA_04652	PROKKA_04770	PROKKA_04477	PROKKA_00281	PROKKA_00314	PROKKA_03933
18527_appB	PROKKA_00485	PROKKA_00945	PROKKA_00778	PROKKA_03946	PROKKA_00547	PROKKA_02726	PROKKA_03708	PROKKA_04655	PROKKA_04773	PROKKA_04480	PROKKA_00284	PROKKA_00318	PROKKA_03930
18529_appA_2	PROKKA_00487	PROKKA_00947	PROKKA_00776	PROKKA_03948	PROKKA_00546	PROKKA_02728	PROKKA_03706	PROKKA_04657	PROKKA_04775	PROKKA_04481	PROKKA_00286	PROKKA_00320	PROKKA_03929
18538_cspG_2	PROKKA_00489	PROKKA_00958	PROKKA_00775	PROKKA_03958	PROKKA_00545	PROKKA_02730	PROKKA_03704	PROKKA_04659	PROKKA_04777	PROKKA_04483	PROKKA_00288	PROKKA_00330	PROKKA_03928
18539_GnsA-GnsB_family_protein	PROKKA_00490	PROKKA_00959	PROKKA_00773	PROKKA_03959	PROKKA_00543	PROKKA_02731	PROKKA_03702	PROKKA_04660	PROKKA_04778	PROKKA_04484	PROKKA_00289	PROKKA_00331	PROKKA_03926
18540_yccM_2	PROKKA_00491	PROKKA_00960	PROKKA_00772	PROKKA_03960	PROKKA_00542	PROKKA_02732	PROKKA_03701	PROKKA_04661	PROKKA_04779	PROKKA_04485	PROKKA_00290	PROKKA_00332	PROKKA_03925
18541_torS	PROKKA_00492	PROKKA_00961	PROKKA_00771	PROKKA_03961	PROKKA_00541	PROKKA_02733	PROKKA_03700	PROKKA_04662	PROKKA_04780	PROKKA_04486	PROKKA_00291	PROKKA_00333	PROKKA_03924
18542_torT	PROKKA_00493	PROKKA_00962	PROKKA_00770	PROKKA_03962	PROKKA_00540	PROKKA_02734	PROKKA_03699	PROKKA_04663	PROKKA_04781	PROKKA_04487	PROKKA_00292	PROKKA_00334	PROKKA_03923
18543_torR	PROKKA_00494	PROKKA_00963	PROKKA_00769	PROKKA_03963	PROKKA_00539	PROKKA_02735	PROKKA_03698	PROKKA_04664	PROKKA_04782	PROKKA_04488	PROKKA_00293	PROKKA_00335	PROKKA_03922
18544_torC	PROKKA_00495	PROKKA_00964	PROKKA_00768	PROKKA_03964	PROKKA_00538	PROKKA_02736	PROKKA_03697	PROKKA_04665	PROKKA_04783	PROKKA_04489	PROKKA_00294	PROKKA_00336	PROKKA_03921
18547_cbpM	PROKKA_00498	PROKKA_00968	PROKKA_00765	PROKKA_03967	PROKKA_00535	PROKKA_02739	PROKKA_03694	PROKKA_04669	PROKKA_04786	PROKKA_04493	PROKKA_00298	PROKKA_00340	PROKKA_03918
18548_cbpA	PROKKA_00499	PROKKA_00969	PROKKA_00764	PROKKA_03968	PROKKA_00534	PROKKA_02740	PROKKA_03693	PROKKA_04670	PROKKA_04787	PROKKA_04494	PROKKA_00299	PROKKA_00341	PROKKA_03917
18550_agp	PROKKA_00501	PROKKA_00971	PROKKA_00763	PROKKA_03970	PROKKA_00533	PROKKA_02742	PROKKA_03692	PROKKA_04671	PROKKA_04788	PROKKA_04495	PROKKA_00300	PROKKA_00343	PROKKA_03916
18551_hypothetical_protein	PROKKA_00502	PROKKA_00972	PROKKA_00762	PROKKA_03971	PROKKA_00532	PROKKA_02743	PROKKA_03691	PROKKA_04672	PROKKA_04789	PROKKA_04496	PROKKA_00301	PROKKA_00344	PROKKA_03915
18552_wrbA	PROKKA_00503	PROKKA_00973	PROKKA_00761	PROKKA_03972	PROKKA_00531	PROKKA_02744	PROKKA_03690	PROKKA_04673	PROKKA_04790	PROKKA_04497	PROKKA_00302	PROKKA_00345	PROKKA_03914
18553_Stress-induced_bacterial_acidophilic_repeat_motif_protein	PROKKA_00504	PROKKA_00974	PROKKA_00760	PROKKA_03973	PROKKA_00530	PROKKA_02745	PROKKA_03689	PROKKA_04674	PROKKA_04791	PROKKA_04498	PROKKA_00303	PROKKA_00346	PROKKA_03913
18554_rutG	PROKKA_00505	PROKKA_00975	PROKKA_00759	PROKKA_03974	PROKKA_00529	PROKKA_02746	PROKKA_03688	PROKKA_04675	PROKKA_04792	PROKKA_04499	PROKKA_00304	PROKKA_00347	PROKKA_03912
18555_rutF	PROKKA_00506	PROKKA_00976	PROKKA_00758	PROKKA_03975	PROKKA_00528	PROKKA_02747	PROKKA_03687	PROKKA_04676	PROKKA_04793	PROKKA_04500	PROKKA_00305	PROKKA_00348	PROKKA_03911
18556_rutE	PROKKA_00507	PROKKA_00977	PROKKA_00757	PROKKA_03976	PROKKA_00527	PROKKA_02748	PROKKA_03686	PROKKA_04677	PROKKA_04794	PROKKA_04501	PROKKA_00306	PROKKA_00349	PROKKA_03910
18557_rutD	PROKKA_00508	PROKKA_00978	PROKKA_00756	PROKKA_03977	PROKKA_00526	PROKKA_02749	PROKKA_03685	PROKKA_04678	PROKKA_04795	PROKKA_04502	PROKKA_00307	PROKKA_00350	PROKKA_03909
18558_rutC	PROKKA_00509	PROKKA_00979	PROKKA_00755	PROKKA_03978	PROKKA_00525	PROKKA_02750	PROKKA_03684	PROKKA_04679	PROKKA_04796	PROKKA_04503	PROKKA_00308	PROKKA_00351	PROKKA_03908
18559_rutB	PROKKA_00510	PROKKA_00980	PROKKA_00754	PROKKA_03979	PROKKA_00524	PROKKA_02751	PROKKA_03683	PROKKA_04680	PROKKA_04797	PROKKA_04504	PROKKA_00309	PROKKA_00352	PROKKA_03907
18561_rutR	PROKKA_00512	PROKKA_00982	PROKKA_00752	PROKKA_03981	PROKKA_00522	PROKKA_02753	PROKKA_03681	PROKKA_04682	PROKKA_04800	PROKKA_04506	PROKKA_00311	PROKKA_00354	PROKKA_03905
18565_efeU	PROKKA_00518	PROKKA_00986	PROKKA_00748	PROKKA_03985	PROKKA_00519	PROKKA_02757	PROKKA_03677	PROKKA_04686	PROKKA_04805	PROKKA_04511	PROKKA_00316	PROKKA_00358	PROKKA_03901
18566_efeO	PROKKA_00519	PROKKA_00987	PROKKA_00747	PROKKA_03986	PROKKA_00518	PROKKA_02758	PROKKA_03676	PROKKA_04687	PROKKA_04806	PROKKA_04512	PROKKA_00317	PROKKA_00359	PROKKA_03900
18567_efeB	PROKKA_00520	PROKKA_00988	PROKKA_00746	PROKKA_03987	PROKKA_00517	PROKKA_02759	PROKKA_03675	PROKKA_04688	PROKKA_04807	PROKKA_04513	PROKKA_00318	PROKKA_00360	PROKKA_03899
18582_ycdY	PROKKA_00526	PROKKA_01003	PROKKA_00598	PROKKA_04003	PROKKA_00511	PROKKA_02771	PROKKA_03662	PROKKA_04701	PROKKA_04819	PROKKA_04688	PROKKA_00396	PROKKA_00379	PROKKA_03788
18583_ycdZ	PROKKA_00527	PROKKA_01004	PROKKA_00597	PROKKA_04004	PROKKA_00510	PROKKA_02772	PROKKA_03661	PROKKA_04702	PROKKA_04820	PROKKA_04689	PROKKA_00397	PROKKA_00380	PROKKA_03787
18584_Curli_production_assembly-transport_component_CsgG	PROKKA_00528	PROKKA_01005	PROKKA_00596	PROKKA_04005	PROKKA_00509	PROKKA_02773	PROKKA_03660	PROKKA_04703	PROKKA_04821	PROKKA_04690	PROKKA_00398	PROKKA_00381	PROKKA_03786
18586_curli_assembly_protein_CsgE	PROKKA_00530	PROKKA_01007	PROKKA_00594	PROKKA_04007	PROKKA_00507	PROKKA_02775	PROKKA_03658	PROKKA_04705	PROKKA_04823	PROKKA_04692	PROKKA_00400	PROKKA_00383	PROKKA_03784
18587_csgD	PROKKA_00531	PROKKA_01008	PROKKA_00593	PROKKA_04008	PROKKA_00506	PROKKA_02776	PROKKA_03657	PROKKA_04706	PROKKA_04824	PROKKA_04693	PROKKA_00401	PROKKA_00384	PROKKA_03783
18588_csgB	PROKKA_00534	PROKKA_01009	PROKKA_00592	PROKKA_04009	PROKKA_00505	PROKKA_02777	PROKKA_03656	PROKKA_04707	PROKKA_04825	PROKKA_04694	PROKKA_00402	PROKKA_00385	PROKKA_03782
18589_csgA	PROKKA_00535	PROKKA_01010	PROKKA_00591	PROKKA_04010	PROKKA_00504	PROKKA_02778	PROKKA_03655	PROKKA_04708	PROKKA_04826	PROKKA_04695	PROKKA_00403	PROKKA_00386	PROKKA_03781
18590_csgC	PROKKA_00536	PROKKA_01011	PROKKA_00590	PROKKA_04011	PROKKA_00503	PROKKA_02779	PROKKA_03654	PROKKA_04709	PROKKA_04827	PROKKA_04696	PROKKA_00404	PROKKA_00387	PROKKA_03780
18594_mdoC	PROKKA_00540	PROKKA_01014	PROKKA_00586	PROKKA_04015	PROKKA_00499	PROKKA_02783	PROKKA_03650	PROKKA_04713	PROKKA_04831	PROKKA_04700	PROKKA_00408	PROKKA_00392	PROKKA_03776
18595_mdoG	PROKKA_00541	PROKKA_01015	PROKKA_00585	PROKKA_04016	PROKKA_00498	PROKKA_02784	PROKKA_03649	PROKKA_04714	PROKKA_04832	PROKKA_04701	PROKKA_00409	PROKKA_00393	PROKKA_03775
18597_lipoprotein	PROKKA_00543	PROKKA_01017	PROKKA_00582	PROKKA_04018	PROKKA_00492	PROKKA_02786	PROKKA_03647	PROKKA_04716	PROKKA_04836	PROKKA_04703	PROKKA_00411	PROKKA_00396	PROKKA_03772
18598_secY-secA_suppressor_protein	PROKKA_00544	PROKKA_01018	PROKKA_00581	PROKKA_04019	PROKKA_00491	PROKKA_02787	PROKKA_03646	PROKKA_04717	PROKKA_04837	PROKKA_04704	PROKKA_00412	PROKKA_00397	PROKKA_03771
18599_tetA	PROKKA_00545	PROKKA_01019	PROKKA_00580	PROKKA_04020	PROKKA_00490	PROKKA_02788	PROKKA_03645	PROKKA_04718	PROKKA_04838	PROKKA_04705	PROKKA_00413	PROKKA_00398	PROKKA_03770
18600_htrB_2	PROKKA_00546	PROKKA_01020	PROKKA_00579	PROKKA_04021	PROKKA_00489	PROKKA_02789	PROKKA_03644	PROKKA_04719	PROKKA_04839	PROKKA_04706	PROKKA_00414	PROKKA_00399	PROKKA_03769
18601_moeZ	PROKKA_00547	PROKKA_01021	PROKKA_00578	PROKKA_04022	PROKKA_00488	PROKKA_02790	PROKKA_03643	PROKKA_04720	PROKKA_04840	PROKKA_04707	PROKKA_00415	PROKKA_00400	PROKKA_03768
18602_hypothetical_protein	PROKKA_00548	PROKKA_01022	PROKKA_00577	PROKKA_04023	PROKKA_00487	PROKKA_02791	PROKKA_03642	PROKKA_04721	PROKKA_04841	PROKKA_04708	PROKKA_00416	PROKKA_00401	PROKKA_03767
18603_hypothetical_protein	PROKKA_00549	PROKKA_01023	PROKKA_00576	PROKKA_04024	PROKKA_00486	PROKKA_02792	PROKKA_03641	PROKKA_04722	PROKKA_04842	PROKKA_04709	PROKKA_00417	PROKKA_00402	PROKKA_03766
18604_hypothetical_protein	PROKKA_00550	PROKKA_01024	PROKKA_00575	PROKKA_04025	PROKKA_00485	PROKKA_02793	PROKKA_03640	PROKKA_04723	PROKKA_04843	PROKKA_04710	PROKKA_00418	PROKKA_00403	PROKKA_03765
18605_solA	PROKKA_00551	PROKKA_01025	PROKKA_00574	PROKKA_04026	PROKKA_00484	PROKKA_02794	PROKKA_03639	PROKKA_04724	PROKKA_04844	PROKKA_04711	PROKKA_00419	PROKKA_00404	PROKKA_03764
18606_bssS	PROKKA_00552	PROKKA_01026	PROKKA_00573	PROKKA_04027	PROKKA_00483	PROKKA_02795	PROKKA_03638	PROKKA_04725	PROKKA_04845	PROKKA_04712	PROKKA_00420	PROKKA_00405	PROKKA_03763
18607_dinI_2	PROKKA_00553	PROKKA_01027	PROKKA_00572	PROKKA_04028	PROKKA_00482	PROKKA_02796	PROKKA_03637	PROKKA_04726	PROKKA_04846	PROKKA_04713	PROKKA_00421	PROKKA_00406	PROKKA_03762
18608_pyrC	PROKKA_00554	PROKKA_01028	PROKKA_00571	PROKKA_04029	PROKKA_00481	PROKKA_02797	PROKKA_03636	PROKKA_04727	PROKKA_04847	PROKKA_04714	PROKKA_00422	PROKKA_00407	PROKKA_03761
18609_yceB	PROKKA_00555	PROKKA_01029	PROKKA_00570	PROKKA_04030	PROKKA_00480	PROKKA_02798	PROKKA_03635	PROKKA_04728	PROKKA_04848	PROKKA_04715	PROKKA_00423	PROKKA_00408	PROKKA_03760
18610_grxB	PROKKA_00556	PROKKA_01030	PROKKA_00569	PROKKA_04031	PROKKA_00479	PROKKA_02799	PROKKA_03634	PROKKA_04729	PROKKA_04849	PROKKA_04716	PROKKA_00424	PROKKA_00409	PROKKA_03759
18611_mdtH	PROKKA_00557	PROKKA_01031	PROKKA_00568	PROKKA_04032	PROKKA_00478	PROKKA_02800	PROKKA_03633	PROKKA_04730	PROKKA_04850	PROKKA_04717	PROKKA_00425	PROKKA_00410	PROKKA_03758
18614_yceM	PROKKA_00560	PROKKA_01034	PROKKA_00565	PROKKA_04035	PROKKA_00475	PROKKA_02803	PROKKA_03630	PROKKA_04733	PROKKA_04853	PROKKA_04720	PROKKA_00428	PROKKA_00412	PROKKA_03755
18617_flgM	PROKKA_00563	PROKKA_01037	PROKKA_00562	PROKKA_04038	PROKKA_00472	PROKKA_02806	PROKKA_03627	PROKKA_04736	PROKKA_04855	PROKKA_04723	PROKKA_00431	PROKKA_00416	PROKKA_03752
18619_flgB_2	PROKKA_00565	PROKKA_01039	PROKKA_00560	PROKKA_04040	PROKKA_00470	PROKKA_02808	PROKKA_03625	PROKKA_04738	PROKKA_04857	PROKKA_04725	PROKKA_00433	PROKKA_00418	PROKKA_03750
18621_flgD_2	PROKKA_00567	PROKKA_01041	PROKKA_00558	PROKKA_04042	PROKKA_00468	PROKKA_02810	PROKKA_03623	PROKKA_04740	PROKKA_04859	PROKKA_04727	PROKKA_00435	PROKKA_00421	PROKKA_03748
18626_flgI_2	PROKKA_00572	PROKKA_01046	PROKKA_00553	PROKKA_04047	PROKKA_00463	PROKKA_02815	PROKKA_03617	PROKKA_04746	PROKKA_04864	PROKKA_04734	PROKKA_00440	PROKKA_00426	PROKKA_03743
18629_flgL_2	PROKKA_00575	PROKKA_01049	PROKKA_00549	PROKKA_04050	PROKKA_00460	PROKKA_02818	PROKKA_03614	PROKKA_04749	PROKKA_04867	PROKKA_04737	PROKKA_00443	PROKKA_00429	PROKKA_03739
18632_yceF	PROKKA_00581	PROKKA_01053	PROKKA_00545	PROKKA_04054	PROKKA_00456	PROKKA_02822	PROKKA_03610	PROKKA_04753	PROKKA_04871	PROKKA_04741	PROKKA_00447	PROKKA_00435	PROKKA_03735
18633_hypothetical_protein	PROKKA_00583	PROKKA_01055	PROKKA_00543	PROKKA_04056	PROKKA_00454	PROKKA_02824	PROKKA_03608	PROKKA_04755	PROKKA_04873	PROKKA_04743	PROKKA_00449	PROKKA_00437	PROKKA_03733
18634_rpmF	PROKKA_00584	PROKKA_01056	PROKKA_00542	PROKKA_04057	PROKKA_00453	PROKKA_02825	PROKKA_03607	PROKKA_04756	PROKKA_04874	PROKKA_04744	PROKKA_00450	PROKKA_00438	PROKKA_03732
18635_plsX	PROKKA_00585	PROKKA_01057	PROKKA_00541	PROKKA_04058	PROKKA_00452	PROKKA_02826	PROKKA_03606	PROKKA_04757	PROKKA_04875	PROKKA_04745	PROKKA_00451	PROKKA_00439	PROKKA_03731
18636_fabH	PROKKA_00586	PROKKA_01058	PROKKA_00540	PROKKA_04059	PROKKA_00451	PROKKA_02827	PROKKA_03605	PROKKA_04758	PROKKA_04876	PROKKA_04746	PROKKA_00452	PROKKA_00440	PROKKA_03730
18637_fabD	PROKKA_00587	PROKKA_01059	PROKKA_00539	PROKKA_04060	PROKKA_00450	PROKKA_02828	PROKKA_03604	PROKKA_04759	PROKKA_04877	PROKKA_04747	PROKKA_00453	PROKKA_00441	PROKKA_03729
18638_fabG_5	PROKKA_00588	PROKKA_01060	PROKKA_00538	PROKKA_04061	PROKKA_00449	PROKKA_02829	PROKKA_03603	PROKKA_04760	PROKKA_04878	PROKKA_04748	PROKKA_00454	PROKKA_00442	PROKKA_03728
18639_acpP	PROKKA_00589	PROKKA_01061	PROKKA_00537	PROKKA_04062	PROKKA_00448	PROKKA_02830	PROKKA_03602	PROKKA_04761	PROKKA_04879	PROKKA_04749	PROKKA_00455	PROKKA_00443	PROKKA_03727
18640_fabF	PROKKA_00590	PROKKA_01062	PROKKA_00536	PROKKA_04063	PROKKA_00447	PROKKA_02831	PROKKA_03601	PROKKA_04762	PROKKA_04880	PROKKA_04750	PROKKA_00456	PROKKA_00444	PROKKA_03726
18641_pabC	PROKKA_00593	PROKKA_01063	PROKKA_00535	PROKKA_04064	PROKKA_00446	PROKKA_02832	PROKKA_03600	PROKKA_04763	PROKKA_04881	PROKKA_04751	PROKKA_00457	PROKKA_00445	PROKKA_03725
18642_putative_aminodeoxychorismate_lyase	PROKKA_00594	PROKKA_01064	PROKKA_00534	PROKKA_04065	PROKKA_00445	PROKKA_02833	PROKKA_03599	PROKKA_04764	PROKKA_04882	PROKKA_04752	PROKKA_00458	PROKKA_00446	PROKKA_03724
18644_holB	PROKKA_00596	PROKKA_01066	PROKKA_00532	PROKKA_04067	PROKKA_00443	PROKKA_02835	PROKKA_03597	PROKKA_04766	PROKKA_04884	PROKKA_04754	PROKKA_00460	PROKKA_00448	PROKKA_03722
18649_hypothetical_protein	PROKKA_00601	PROKKA_01071	PROKKA_00526	PROKKA_04072	PROKKA_00438	PROKKA_02840	PROKKA_03592	PROKKA_04771	PROKKA_04890	PROKKA_04759	PROKKA_00465	PROKKA_00454	PROKKA_03716
18650_lpoB	PROKKA_00602	PROKKA_01072	PROKKA_00525	PROKKA_04073	PROKKA_00437	PROKKA_02841	PROKKA_03591	PROKKA_04772	PROKKA_04891	PROKKA_04760	PROKKA_00466	PROKKA_00455	PROKKA_03715
18651_thiK	PROKKA_00603	PROKKA_01073	PROKKA_00524	PROKKA_04074	PROKKA_00436	PROKKA_02842	PROKKA_03590	PROKKA_04773	PROKKA_04892	PROKKA_04761	PROKKA_00467	PROKKA_00456	PROKKA_03714
18652_nagZ	PROKKA_00604	PROKKA_01074	PROKKA_00523	PROKKA_04075	PROKKA_00435	PROKKA_02843	PROKKA_03589	PROKKA_04774	PROKKA_04893	PROKKA_04762	PROKKA_00468	PROKKA_00457	PROKKA_03713
18653_hypothetical_protein	PROKKA_00605	PROKKA_01075	PROKKA_00522	PROKKA_04076	PROKKA_00434	PROKKA_02844	PROKKA_03588	PROKKA_04775	PROKKA_04894	PROKKA_04763	PROKKA_00469	PROKKA_00458	PROKKA_03712
18656_comR	PROKKA_00608	PROKKA_01078	PROKKA_00519	PROKKA_04079	PROKKA_00431	PROKKA_02848	PROKKA_03585	PROKKA_04778	PROKKA_04897	PROKKA_04767	PROKKA_00472	PROKKA_00462	PROKKA_03709
18657_bhsA_5	PROKKA_00609	PROKKA_01079	PROKKA_00518	PROKKA_04080	PROKKA_00430	PROKKA_02849	PROKKA_03584	PROKKA_04779	PROKKA_04898	PROKKA_04768	PROKKA_00473	PROKKA_00463	PROKKA_03708
18659_mfd	PROKKA_00613	PROKKA_01081	PROKKA_00516	PROKKA_04082	PROKKA_00425	PROKKA_02851	PROKKA_03582	PROKKA_04781	PROKKA_04900	PROKKA_04770	PROKKA_00475	PROKKA_00466	PROKKA_03706
