"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86"
"18312_ybhA",777,238,1258,601,1302,165,307,11,1032,791,652,107,732,141,675,358,342,678,503,15,419,3,1146,67,441,348
"18313_pgl",3245,206,3228,338,3015,83,2218,18,2464,442,3139,54,3763,208,1470,167,2624,694,3961,4,2635,3,1984,18,2425,381
"18314_oxyR_2",139,5,146,5,76,2,145,2,80,15,71,2,59,2,53,3,39,20,39,0,49,0,56,0,27,4
"18315_galD",3,0,25,2,8,2,25,0,8,1,7,0,2,0,3,0,7,1,1,4,2,1,2,0,1,2
"18317_dmdA",158,11,215,27,118,7,158,3,143,35,142,12,174,25,137,36,96,65,125,3,122,1,3,0,127,40
"18318_ybhC",1207,1144,2808,1956,4328,318,2910,115,2449,4170,2291,407,2194,717,2875,1921,1246,2587,922,55,1225,9,0,0,1437,1922
"18319_putative_kinase_inhibitor_protein",220,130,675,198,583,83,317,0,258,105,159,2,260,10,139,124,435,111,241,4,120,1,0,0,91,61
"18321_bioB",175,1710,146,3194,154,269,0,0,112,265,648,183,190,48,733,4302,46,234,937,50,779,30,0,0,93,1050
"18322_bioF_2",50,216,43,692,38,48,16,1,45,26,172,30,47,7,219,798,20,35,191,10,187,3,0,0,46,288
"18323_bioC",54,441,44,1033,59,79,50,7,33,51,127,48,73,7,139,1160,27,82,128,22,114,7,0,0,27,342
"18324_bioD1_1",92,355,70,593,139,85,91,2,47,39,149,44,127,14,149,1058,52,101,175,21,148,4,0,0,91,412
"18326_Putative_gluconeogenesis_factor",2503,293,3208,648,2036,84,2207,51,2940,1260,875,90,2224,246,1046,460,786,877,1085,21,563,4,0,0,773,454
"18327_moaA",3807,308,5411,1088,4391,327,4148,117,4082,1173,2069,68,3708,331,1574,795,1177,2003,2735,33,957,3,651,36,1913,758
"18329_moaC",1967,55,2046,181,2155,76,1447,23,2279,321,1152,20,1542,72,673,169,638,478,1035,8,306,0,705,15,653,178
"18330_moaD",613,47,632,89,887,32,694,10,875,83,491,4,482,19,284,62,244,171,424,3,136,1,328,4,243,81
"18331_moaE",2565,110,1858,175,3235,96,1245,22,2068,345,1690,25,2304,105,963,191,916,657,1393,14,307,2,1061,19,741,288
"18332_ybhL",1274,109,2864,426,2053,86,2433,28,2500,681,2150,76,2495,213,1796,270,1884,713,2828,13,1601,6,1912,27,1445,377
"18336_ybhN",72,2,254,3,92,2,417,2,130,12,123,2,145,1,96,3,106,11,165,3,94,3,67,3,22,6
"18337_ybhO_1",172,9,409,7,128,2,542,1,202,10,172,4,282,4,184,14,208,21,382,2,193,2,93,2,43,6
"18338_hypothetical_protein",113,6,544,12,152,2,644,1,207,8,239,0,373,0,176,8,251,12,521,0,166,1,92,2,24,1
"18339_ybhQ",443,52,802,168,804,43,1083,25,800,412,512,17,678,75,1127,105,783,250,703,5,799,1,912,13,347,83
"18340_ybhR",490,59,767,55,748,39,622,5,512,133,707,14,767,28,572,92,664,197,868,1,598,4,1053,8,352,69
"18341_ybhS",578,64,871,90,948,38,563,10,584,178,729,13,698,40,489,94,871,329,794,4,557,3,1205,3,399,122
"18344_putative_DNA-binding_transcriptional_regulator",964,89,768,142,532,67,681,21,557,193,693,27,1147,82,880,282,522,394,974,9,777,2,1950,25,533,162
"18345_rhlE",455,1973,825,1778,1457,603,647,135,417,1196,609,338,404,285,262,2090,272,3821,252,92,355,6,672,156,498,1196
"18350_bhsA_3",251,28,697,72,600,240,761,26,419,134,731,23,512,335,399,172,431,178,521,2,424,2,489,50,312,104
"18352_PKHD-type_hydroxylase",601,16,710,78,1000,7,725,35,1097,101,597,24,483,313,149,26,940,267,528,7,1167,27,128,6,786,581
"18353_fiu_1",1399,29,3103,239,7145,30,3370,187,3616,126,3105,302,987,4185,152,42,1926,1808,744,32,2469,164,182,50,1908,5001
"18354_bhsA_4",178,6,409,11,314,13,886,1,353,19,256,2,408,43,432,18,705,58,430,0,493,0,171,7,176,15
"18355_rlmF",376,318,872,609,947,116,1412,41,430,637,306,142,165,130,156,528,69,228,133,14,169,5,450,57,215,657
"18356_ybiO",197,5,600,38,297,52,868,2,230,16,230,13,542,8,302,29,266,38,573,3,376,4,294,5,76,34
"18357_glnQ_3",1701,533,1397,675,6287,234,1594,47,1378,352,967,359,2266,136,1421,829,1461,1675,1509,61,1044,10,5467,142,1392,1004
"18358_glnP",1107,280,1779,483,6618,365,2009,48,1734,289,986,213,2216,106,1649,900,1495,1636,1629,44,1263,10,5582,93,1682,1037
"18359_glnH",12693,2129,17602,4531,37100,1610,13219,269,15888,2986,6422,1741,32287,859,21847,7119,13109,9097,20885,212,11336,43,49099,717,13870,5752
"18362_ompX",3766,2441,6683,7001,4995,1423,8255,498,5675,15376,9086,3071,10385,1118,7485,6366,5984,10465,12087,443,10537,47,32718,1581,8271,3345
"18363_ybiP_2",450,226,1103,546,935,97,858,45,648,1524,426,181,221,151,211,790,155,654,119,28,219,8,339,49,245,550
"18364_mntS",2907,203,2772,187,1826,77,3305,41,2860,629,2178,23,2619,137,2784,278,2262,264,3074,13,3063,4,2729,14,2470,182
"18365_mntR",2322,244,2682,420,2135,61,2660,46,2185,1265,1445,92,2016,180,1752,292,1348,634,1920,21,1065,4,2591,53,987,412
"18367_ybiS",2867,700,4927,1037,5269,192,4612,66,3400,1914,3466,502,3504,333,1763,741,1602,1596,2491,52,1971,6,3786,78,1786,1020
"18368_yheS_2",2874,2441,4014,4125,4551,533,4270,340,3521,5641,3407,762,2033,922,2083,2566,1544,9345,1839,156,1709,30,2506,276,2116,3259
"18371_ybiV",1424,144,4033,673,4451,97,7942,59,5626,3982,3454,151,4681,122,2092,180,2249,893,2682,11,1861,2,4052,96,2180,270
"18372_bssA",8068,3,6962,25,9106,60,2333,1,10271,14,7809,5,3041,59,7087,11,4450,61,1421,3,2427,1,140,8,4654,120
"18373_bssD_3",5119,4,1413,6,2636,64,433,1,1854,7,4370,9,1424,59,3353,7,2450,47,816,1,2040,0,85,7,3473,96
"18374_fsaA",995,5,636,21,617,8,240,1,481,24,397,3,649,14,329,13,240,25,268,0,674,0,223,2,409,20
"18375_moeB",949,188,734,534,1048,55,1039,21,1562,787,550,36,1751,129,599,256,748,722,804,6,527,2,789,28,726,361
"18380_gsiB",2146,105,2992,238,1857,92,2995,18,2988,601,1572,27,1435,115,1323,159,1480,350,1585,13,996,5,2258,23,1018,202
"18382_gsiD",442,18,303,18,214,6,292,6,228,21,149,4,230,13,174,19,223,52,158,5,155,1,239,2,195,49
"18383_yliE",499,77,766,369,1047,47,760,32,562,650,336,104,398,119,483,200,300,655,163,6,336,4,1468,31,223,347
"18384_ydeH_1",257,54,379,165,369,30,440,17,278,367,388,45,418,71,411,140,365,316,158,7,510,5,980,17,177,217
"18385_rimO",862,1969,2217,4304,4325,940,2005,528,1224,7916,1501,1057,772,1159,548,2961,447,8956,457,137,713,32,1075,424,1101,3952
"18386_biofilm_formation_regulatory_protein_BssR",27752,19,13768,29,9303,72,13433,3,14762,36,878,5,15268,172,8422,26,6499,143,2152,4,7865,1,9152,14,2487,145
"18387_yliI",255,6,388,16,342,22,427,6,169,31,217,7,334,24,349,59,147,38,407,5,244,3,316,4,157,29
"18388_gstB_1",2400,100,3760,225,2824,48,5645,34,5119,1005,2529,42,3293,212,2029,145,2375,380,2747,14,2654,6,3874,24,1927,324
"18389_dacC",2017,160,4804,275,3043,120,5162,35,2730,541,2513,87,4086,323,2839,270,2665,882,4252,13,2192,6,3200,15,971,330
"18390_deoR_2",1572,92,1954,209,1756,63,2033,24,1579,343,1215,100,1404,133,1115,271,871,567,1004,22,1004,7,1541,42,1275,379
"18391_ybjG",275,60,666,247,678,36,644,18,391,283,442,76,405,104,323,155,284,450,330,13,381,3,1349,19,354,227
"18393_hypothetical_protein",103,19,170,16,93,3,163,3,92,18,81,2,101,2,49,18,88,22,42,2,59,0,123,3,49,7
"18394_ybjI",590,147,1234,261,1907,101,1152,20,1158,445,1054,53,1130,68,639,241,1207,662,879,9,542,3,497,8,525,95
"18396_betI_2",115,37,219,52,324,25,227,6,196,94,147,10,190,17,191,94,177,149,160,6,127,1,205,5,150,42
"18397_aspT_2",709,91,2699,567,1813,78,3002,56,2036,606,2039,113,1000,84,764,378,934,862,985,18,1067,5,1302,39,826,279
"18399_grxA",486,419,3217,1310,3842,69,5120,258,4271,5625,4275,70,2095,659,4828,2681,2981,1442,4044,38,1908,15,2651,343,2017,982
"18400_hypothetical_protein",598,289,1107,929,869,612,1144,23,451,182,960,38,906,67,576,259,749,919,746,20,686,5,761,88,669,266
"18402_rimK",731,198,1386,643,1086,234,657,12,287,199,918,69,912,60,737,341,608,841,626,15,673,4,613,46,493,245
"18403_Putative_bacterial_sensory_transduction_regulator",1329,230,1795,642,2035,190,3662,54,1424,990,1401,142,1166,193,1065,601,798,1118,1075,23,807,9,2174,72,788,716
"18404_potF_1",4570,59,7176,187,8642,59,10606,21,9753,2184,1980,56,7208,364,8740,279,10666,371,13917,5,4164,12,5880,28,3005,1324
"18407_ydcV_1",401,12,532,29,585,6,669,1,504,166,392,8,283,13,999,37,1909,65,1015,4,697,5,511,1,413,134
"18408_ybjO",343,53,653,148,414,28,589,24,362,193,244,70,252,46,255,86,337,326,304,7,250,1,206,18,282,145
"18410_artJ",12918,229,25325,542,22905,60,12622,34,25269,1609,8784,196,12461,428,12950,331,26614,894,3717,10,12364,8,21267,81,11384,832
"18411_artM_2",2049,285,1964,1078,2706,88,2093,57,2930,3052,2040,244,2630,147,3272,372,2158,1433,1133,12,1741,9,2284,94,1238,1044
"18412_artQ",2198,191,2028,559,2387,55,1758,31,2186,953,1554,126,1604,61,2044,167,1459,833,820,10,983,2,1283,38,770,471
"18413_artI",10779,946,10469,2691,10208,115,15492,137,21003,11179,5983,385,6323,333,8951,538,7976,3444,3911,34,4697,13,4515,105,2772,1567
"18414_artP",7272,858,15556,4310,26952,565,14018,200,14222,9120,11521,1184,7526,578,12110,1359,8393,7240,5657,74,6406,19,11801,343,5882,4438
"18416_hypothetical_protein",806,57,2092,317,749,34,2196,24,1391,218,697,27,1105,40,958,126,868,270,1357,3,740,3,741,15,426,154
"18418_3_beta-hydroxysteroid_dehydrogenase-Delta_5-->4-isomerase",1338,355,2970,845,2752,184,2470,74,1828,1391,1366,297,1132,237,1156,754,1001,1321,911,40,920,13,2760,68,594,825
"18420_ltaE",1393,75,2626,211,3058,95,2384,20,2114,255,1967,42,2455,87,1867,199,2411,601,1577,5,1426,4,2400,39,921,180
"18422_hcr",2106,27,2147,35,1110,42,524,2,609,299,438,1,1720,9,131,82,345,21,391,0,958,0,321,2,913,9
"18423_hcp",6953,179,3395,306,2097,327,712,5,980,2253,2895,10,5433,52,569,376,5108,256,4305,7,8068,1,1540,21,8144,67
"18424_hypothetical_protein",703,56,1692,225,1605,33,1454,36,1009,280,510,34,307,57,351,100,739,299,151,6,407,1,503,18,302,163
"18425_aqpZ",105,10,673,128,210,5,724,1,261,146,202,7,323,43,176,32,191,143,254,0,212,1,4133,6,89,75
"18426_recF_2",1365,105,1225,175,1266,54,1539,19,1229,223,1548,67,1007,109,1208,170,927,607,1642,15,1341,2,944,32,798,168
"18428_macA_2",1459,97,3002,320,2438,72,3731,27,2507,427,1117,39,3047,223,1299,217,1338,536,1457,8,1188,4,2273,40,1598,303
"18430_cspD",19623,4,12742,14,11515,18,12699,1,10915,39,4190,7,5538,100,7181,17,5507,64,6405,1,6217,0,2596,2,3805,79
"18431_clpS",6928,597,10721,1410,9393,486,14120,291,9709,2349,7958,192,11156,1006,9696,1450,8861,2767,12839,32,7302,18,12415,245,5708,1023
"18433_infA",4757,3781,12287,7961,18154,1875,14136,1115,7352,9850,7528,2401,5894,2578,6038,7030,4404,17741,3880,330,5004,97,7468,1142,5243,9922
"18434_aat",777,109,1748,381,1074,67,1531,17,1060,472,692,56,1086,118,1120,385,773,498,565,22,848,7,1084,31,862,409
"18435_putative_ABC_transporter_ATP-binding_protein",989,289,1335,474,1502,147,1629,70,1607,565,1614,96,1752,168,2067,676,1834,1105,957,24,1541,8,2352,47,1705,677
"18437_trxB",5321,3844,10150,10202,19581,1979,15834,1054,11197,12292,15278,973,16900,1937,14489,7375,10254,10690,16537,181,8121,60,36279,557,9788,6345
"18440_lolA",2061,762,2899,1265,3192,250,2627,126,2415,1963,2658,249,3316,420,4047,1228,3742,2566,3325,51,4252,9,3869,102,2525,860
"18442_serS",26878,2520,31734,4545,43251,1443,28355,336,30206,11861,40849,1935,37841,4134,58245,11323,33056,19789,36211,299,27759,80,20233,677,33434,6807
"18444_dmsB_1",352,5,446,22,359,4,283,1,231,56,386,7,283,11,168,30,209,82,184,1,117,0,287,2,102,10
"18445_dmsC_1",276,5,285,11,308,3,262,1,199,24,502,6,358,8,151,23,275,49,257,2,95,1,215,8,211,27
"18446_nicotinamidase-pyrazinamidase",1753,4,4403,30,1758,13,8777,2,347,13,1352,5,2087,12,0,0,2348,42,2663,0,3139,0,247,4,147,16
"18447_ycaD",1859,30,4888,73,6445,16,4152,6,1949,707,2642,139,1148,102,0,0,1300,110,965,1,1258,2,479,12,1258,305
"18451_pflA_2",1906,356,2563,860,2667,102,2805,65,1939,2946,1565,134,3478,144,0,0,1419,1359,1784,30,1395,4,3522,59,1797,497
"18454_ycaO",478,1091,1020,2206,1541,399,853,159,752,4451,3638,748,864,1008,855,2390,658,6667,1376,105,677,27,1174,250,801,2863
"18455_hypothetical_protein",411,33,1121,72,379,12,4236,32,2552,844,652,11,437,21,464,43,769,129,1041,3,395,0,223,3,512,98
"18456_serC",8251,594,14832,1029,12820,363,14278,127,13027,2293,14427,263,11834,842,5305,534,7909,2312,9244,50,6558,10,13137,100,11068,1778
"18459_cmk",4146,3770,6129,6489,8103,2127,5481,979,4112,8936,4328,1605,3027,1690,3480,5876,2777,14979,2171,231,2819,43,5053,671,3094,4770
"18460_rpsA",24032,45275,42637,79531,67672,9398,44565,4643,41359,150073,49886,16868,31517,21148,45269,55715,37383,153654,19544,2362,34247,446,57577,4610,32931,68710
"18463_msbA",1502,1101,3090,2638,5124,644,3449,329,2431,3023,2408,565,2505,759,1740,2385,1482,5162,1479,83,1866,21,4761,209,2144,2437
"18465_hypothetical_protein",341,40,355,113,314,43,286,8,313,141,277,21,363,24,331,95,364,204,327,8,214,2,222,8,333,79
"18466_hypothetical_protein",94,36,179,97,304,20,246,14,193,62,316,40,154,10,171,44,195,256,202,7,137,0,212,4,179,72
"18467_kdsB",1728,586,2759,1321,4012,186,2955,93,2253,2590,1557,164,2044,347,2410,981,2089,2549,1297,32,1726,4,2132,119,1202,627
"18469_hypothetical_protein",353,78,586,266,674,29,515,25,410,266,429,88,273,79,277,160,339,439,267,10,191,2,303,15,428,204
"18470_putative_S-adenosyl-L-methionine-dependent_methyltransferase",2507,800,3840,1556,3795,309,4016,173,3670,3174,2629,323,2533,452,3156,1687,2405,3659,2493,59,2024,20,3011,155,2070,1402
"18471_mukF",1384,584,1723,1001,2497,210,2096,94,2050,1608,2007,245,1640,344,1609,1112,1298,2674,1496,41,1219,9,1569,86,1518,1067
"18472_mukE",1043,231,1341,723,1619,171,1476,68,1863,1210,1974,135,1397,201,1725,707,1605,1492,1268,36,1095,6,1716,61,923,513
"18473_mukB",5276,1813,8084,5417,9228,1088,6605,518,7801,6171,10577,1160,10300,1126,13539,5709,12372,10986,9751,166,9445,40,13035,487,7587,3842
"18475_Peptidase_M15",7084,789,15449,1555,6907,442,12248,117,13872,4692,5942,334,9892,575,4963,1276,5871,2368,8593,70,5128,17,16668,191,4821,1074
"18476_putative_metallo-hydrolase",2042,512,6731,1214,3892,300,6922,87,8818,4183,3035,167,4433,360,3050,976,2418,1413,3598,40,2644,8,6742,73,2793,852
"18477_aspC",16776,1284,14623,2321,22643,693,12009,190,14437,3505,23516,663,17568,1910,21951,2121,20349,4853,19750,85,15669,31,15697,290,19330,3716
"18480_pncB",2939,1058,7775,2868,6412,412,7357,228,5337,2625,3476,384,2561,359,2742,3202,1469,2738,2037,72,2046,5,3386,184,3678,1485
"18481_pepN",5757,602,4759,887,4846,284,4966,84,4917,1919,5973,206,9014,560,6440,1193,4660,2044,7778,41,4311,9,5541,99,3808,830
"18484_ssuD",48,3,36,14,38,2,24,2,18,1,21,1,37,1,28,15,23,13,31,0,16,1,74,1,28,4
"18486_ssuE",16,6,15,3,17,3,6,0,7,5,19,1,15,1,15,9,13,5,17,2,14,0,109,1,15,6
"18494_pyrD",393,203,1516,904,1272,174,1364,83,673,1136,625,216,431,179,477,916,375,2010,239,37,393,6,639,77,352,1032
"18495_zapC",836,103,2924,278,2160,37,3263,30,1401,100,2261,63,1930,130,1565,235,1365,332,1651,10,2419,1,1721,52,1485,222
"18497_rlmL",1722,1385,3187,3466,5915,635,3916,229,2796,4272,3216,541,2539,651,2088,2257,1807,5415,1501,118,1602,18,3759,250,1779,2462
"18498_uup",1844,1698,2031,3371,2802,567,2241,262,1980,5204,3309,570,5121,1057,4104,2335,3745,4839,2438,90,2317,17,5158,257,1457,2345
"18499_pqiA",600,392,1113,742,1037,184,1447,72,735,1229,679,111,1363,197,909,688,887,1602,1158,31,850,9,2072,76,776,625
"18500_pqiB_2",1819,869,2026,1918,2699,424,2697,115,1946,3926,2559,381,3639,700,2448,2041,2229,4134,2740,84,2537,17,5973,220,2140,1346
"18501_hypothetical_protein",591,255,711,498,603,56,867,25,530,713,1061,93,959,158,767,366,709,734,949,16,737,3,1639,28,690,479
"18502_rmf",13869,2,12256,30,13876,20,9271,4,5870,5,2297,3,8569,34,4489,4,4975,59,4778,3,4448,2,9551,14,967,24
"18503_fabA",995,676,2698,1794,5094,713,2336,169,1933,1352,1548,376,956,297,969,1129,1025,3730,864,59,693,8,1862,230,1018,1941
"18504_lon_2",2336,2015,5369,3607,6891,762,6497,369,4468,5993,3328,659,3362,916,4538,3598,3757,6716,3627,136,3983,29,6607,391,5064,3925
"18505_matP",666,67,1555,241,669,32,1455,17,1025,500,699,41,995,114,833,226,674,337,844,11,765,2,989,11,667,201
"18506_ompA",104502,17847,222513,64553,150473,11700,231944,3258,110311,73084,197791,13152,153491,16262,207253,46918,167152,137442,189951,2383,181947,464,80467,4603,177554,50889
"18509_yccS_2",346,216,635,586,964,69,624,43,526,700,457,123,343,128,388,339,430,799,278,17,326,8,717,40,273,519
"18510_yccF",350,124,922,578,1095,71,652,16,391,658,473,64,311,89,326,203,337,595,185,12,295,6,675,15,171,310
"18511_helD",1856,250,2777,495,2720,137,3307,42,2720,848,2524,103,2749,209,2194,471,2159,1009,2642,17,1934,6,3169,59,1656,510
"18513_hypothetical_protein",94,2,261,6,95,7,211,0,112,12,99,2,154,3,112,11,164,31,125,0,100,0,33,0,46,16
"18514_hypothetical_protein",854,79,1867,247,1764,64,2576,47,1534,280,1604,38,661,77,1642,152,2077,498,1965,3,280,2,1155,27,966,214
"18515_hspQ",634,46,520,82,253,24,570,7,297,85,257,16,435,60,307,47,190,103,407,1,327,0,866,7,209,78
"18516_rlmI",1187,969,2404,1851,2867,241,1911,104,1569,2683,1360,381,1149,529,1299,1331,698,2506,968,42,1046,22,1836,143,900,1354
"18517_yccX",215,5,702,44,261,9,339,0,452,86,299,4,522,17,266,19,286,40,522,1,218,0,175,0,192,33
"18518_tusE",437,294,814,303,559,61,671,52,546,630,372,159,426,119,613,461,284,580,417,23,345,7,772,72,432,251
"18520_hyaA",148,2,74,3,32,0,123,0,66,38,22,0,93,0,17,0,69,10,68,3,29,3,27,0,9,1
"18523_hybD_2",288,6,182,14,117,0,194,2,138,44,94,5,127,7,166,26,119,28,137,1,91,0,136,1,78,25
"18524_hyaE",56,5,35,1,48,3,85,0,27,17,66,1,61,5,74,19,55,7,79,0,61,0,95,3,36,5
"18527_appB",223,17,326,38,275,10,398,3,315,124,248,12,500,20,298,27,303,66,311,5,396,1,303,3,232,34
"18529_appA_2",298,11,442,24,188,4,457,2,362,80,152,3,242,9,231,20,156,38,182,2,201,3,215,4,86,14
"18538_cspG_2",222,1845,627,1149,283,521,565,221,117,704,365,363,329,353,272,10969,411,3254,207,228,739,6,592,170,539,468
"18539_GnsA-GnsB_family_protein",944,73,1683,185,1211,29,1764,19,1370,526,892,40,1033,48,1022,255,885,422,794,9,1057,2,637,31,689,152
"18540_yccM_2",388,6,630,31,150,5,305,2,307,88,97,2,86,2,70,18,187,31,100,2,149,3,55,0,129,13
"18541_torS",545,50,819,149,690,43,1019,25,682,207,684,40,673,24,553,173,478,262,590,5,407,7,946,3,428,112
"18542_torT",541,36,587,73,469,26,331,11,412,182,421,21,794,30,314,75,472,193,504,7,398,1,516,6,333,57
"18543_torR",656,33,1024,114,588,11,1083,6,473,214,419,18,295,41,383,98,263,205,256,5,407,2,193,5,227,95
"18544_torC",3002,757,1385,2023,1080,287,1339,197,4578,7951,665,1300,9414,799,4256,757,952,1378,9794,45,303,10,3450,52,3469,768
"18547_cbpM",421,9,310,6,409,5,393,0,202,16,496,4,611,7,611,30,592,63,720,3,476,2,291,2,198,12
"18548_cbpA",2812,113,6090,181,4719,92,6756,29,4707,382,5087,60,6588,183,5330,324,5643,841,7627,16,4559,5,3593,37,2644,310
"18550_agp",12613,28,14275,91,3117,75,8212,5,12764,119,2076,18,2323,89,2363,42,1753,146,3288,4,2264,1,707,11,1372,92
"18551_hypothetical_protein",872,4,1562,31,724,7,2425,5,809,43,1058,1,1147,9,1254,18,1229,54,2118,1,990,0,358,5,196,12
"18552_wrbA",4021,6,7100,68,2859,19,10515,10,3544,27,4020,9,7245,42,4416,44,4095,114,8480,0,3652,2,660,8,530,49
"18553_Stress-induced_bacterial_acidophilic_repeat_motif_protein",342,4,500,7,322,2,1014,1,457,26,381,4,1078,7,365,16,678,24,3417,0,370,1,494,4,72,12
"18554_rutG",142,7,175,18,165,2,223,2,185,29,119,5,122,4,170,28,128,29,143,3,119,5,332,5,112,8
"18555_rutF",9,0,18,0,4,1,16,0,17,0,6,2,13,0,11,2,7,3,15,0,3,1,39,0,4,1
"18556_rutE",36,2,20,0,23,1,23,0,15,2,5,0,18,0,15,1,12,4,9,0,12,0,57,1,4,0
"18557_rutD",45,4,44,3,62,2,51,0,25,0,19,0,52,1,16,6,23,14,21,0,11,0,170,2,22,4
"18558_rutC",20,0,11,1,12,0,18,1,17,1,6,1,13,0,11,4,9,4,10,0,8,0,50,0,4,0
"18559_rutB",9,2,10,2,21,1,15,0,7,4,5,0,10,0,6,1,3,7,10,1,9,0,127,0,1,0
"18561_rutR",706,178,1212,576,1047,99,939,47,1178,1053,511,42,592,62,710,238,463,379,542,7,818,11,985,17,605,235
"18565_efeU",7851,53,9253,292,22206,160,12672,59,13752,1536,23478,488,14073,1619,20551,861,27663,3275,15518,68,12650,59,7827,204,14793,3860
"18566_efeO",14678,159,16944,918,38531,256,27459,127,31154,6239,46486,738,29997,3238,48130,1684,51061,4215,24118,101,20670,88,11557,308,18633,6443
"18567_efeB",10086,112,6657,445,17769,120,7430,31,9542,2334,21993,332,19667,2123,40189,1365,35242,2605,17841,74,15914,58,6895,213,11959,4660
"18582_ycdY",2513,873,4669,1598,4659,246,4858,101,5036,3382,4559,244,4905,637,3481,954,3580,2349,3455,63,2966,24,3828,128,4903,1741
"18583_ycdZ",681,164,1006,353,1171,82,547,25,540,361,363,34,540,104,266,233,449,829,306,3,364,3,516,32,451,305
"18584_Curli_production_assembly-transport_component_CsgG",111,1,381,11,604,2,438,0,288,35,301,5,240,10,229,5,476,31,185,3,282,1,108,0,10265,1580
"18586_curli_assembly_protein_CsgE",31,0,251,1,507,1,256,0,127,12,174,1,66,6,80,2,432,7,70,2,161,0,82,0,50,5
"18587_csgD",64,0,538,4,611,1,687,0,240,9,345,3,131,3,128,3,527,11,136,0,269,0,91,0,76,6
"18588_csgB",138,1,309,11,223,4,255,1,198,10,134,0,83,19,114,1,219,8,88,0,139,1,84,0,63,3
"18589_csgA",163,2,351,2,117,1,395,0,254,9,99,0,71,1,57,0,93,3,36,1,92,0,35,0,50,6
"18590_csgC",35,20,131,30,21,10,85,7,53,87,28,7,43,2,19,7,17,12,20,2,33,1,46,4,9,10
"18594_mdoC",225,263,408,435,568,68,428,46,197,849,227,154,158,131,196,1039,93,1439,67,35,207,6,893,54,159,503
"18595_mdoG",7034,2226,11489,3712,12862,757,12152,283,10485,7465,6839,841,4386,930,7630,3081,5073,6842,5927,95,5293,23,13870,237,5421,3567
"18597_lipoprotein",213,59,159,33,121,19,224,2,103,30,94,9,82,11,198,92,171,105,126,5,85,1,117,8,132,87
"18598_secY-secA_suppressor_protein",5191,88,16664,254,6537,38,23601,49,12545,495,6666,16,8723,190,7746,131,8958,254,11084,4,8204,3,857,16,1018,117
"18599_tetA",484,55,1183,147,854,125,1111,12,630,181,625,23,595,42,464,210,459,232,598,10,547,3,899,26,589,65
"18600_htrB_2",1176,695,2194,1366,1678,192,1827,80,1288,1292,1465,119,1867,165,870,1059,788,1135,1054,37,962,9,3550,79,791,491
"18601_moeZ",648,466,1898,1998,2451,85,2197,186,1653,2461,1213,373,1210,849,1196,1695,736,2227,1073,54,957,33,2058,374,765,2309
"18602_hypothetical_protein",588,81,1179,159,1132,48,1140,6,924,197,1123,28,1139,257,437,60,858,168,1007,9,822,2,2950,42,399,78
"18603_hypothetical_protein",123,27,323,43,563,25,380,7,212,36,548,19,368,101,105,40,355,103,427,2,236,2,1942,6,171,45
"18604_hypothetical_protein",15,0,25,4,18,0,14,0,8,2,7,0,12,1,7,2,5,4,11,0,15,1,44,1,9,3
"18605_solA",2897,652,3536,513,3929,225,4232,71,2903,674,3157,85,3997,285,3059,649,3005,1295,2142,21,2046,5,9084,59,2509,387
"18606_bssS",5815,207,4233,215,1969,63,4483,28,4355,657,1047,57,1819,381,1692,622,2122,592,2223,16,2518,4,1871,42,1292,173
"18607_dinI_2",279,20,280,70,692,26,279,13,277,123,193,17,376,24,396,83,147,118,144,2,255,1,218,20,817,301
"18608_pyrC",717,158,1470,466,1344,121,1662,55,1201,498,876,90,959,133,1020,673,480,758,537,21,474,1,1315,28,492,371
"18609_yceB",1926,161,2485,218,1474,39,2393,22,1677,440,1292,63,2111,110,1076,206,1463,503,1588,6,958,2,5041,27,896,161
"18610_grxB",3514,386,7234,1290,5774,361,11534,137,5928,804,4530,40,8846,210,6516,721,6955,1441,8486,24,5961,9,14870,84,4720,367
"18611_mdtH",897,5,1235,18,933,4,892,2,930,64,1081,10,755,14,934,28,920,28,1022,8,940,2,278,4,989,41
"18614_yceM",612,24,1049,101,1226,22,1827,6,1506,164,1275,23,800,30,735,80,292,62,1304,3,469,0,658,3,681,108
"18617_flgM",170,11,749,37,190,5,1334,56,132,463,234,19,561,44,104,23,156,31,184,0,183,3,138,1,181,46
"18619_flgB_2",9,0,1059,120,7,1,20,136,4,2180,97,37,815,66,14,3,11,13,9,2,23,1,9,3,4,64
"18621_flgD_2",27,4,2338,271,51,1,116,271,37,5266,222,69,1053,57,34,6,64,39,35,2,43,2,31,4,35,121
"18626_flgI_2",159,10,1258,215,133,8,135,140,83,2558,213,34,356,39,89,20,105,53,98,1,101,1,215,6,58,41
"18629_flgL_2",319,12,2008,92,379,14,2596,127,426,1619,338,20,1032,65,251,25,368,85,260,4,167,0,302,7,152,41
"18632_yceF",1396,84,2185,248,1454,53,2589,21,1566,315,2431,42,1974,127,1964,167,1561,352,2752,12,1500,8,2968,22,1486,208
"18633_hypothetical_protein",5583,7188,8871,16156,14840,1925,10309,1788,8704,19873,9257,4375,10759,4357,11828,13545,10769,39251,6159,536,10002,98,10925,2297,10096,14886
