,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,HM01_UR_count,HM01_UR_tpm,HM01_UTI_count,HM01_UTI_tpm,HM03_UR_count,HM03_UR_tpm,HM03_UTI_count,HM03_UTI_tpm,HM06_UR_count,HM06_UR_tpm,HM06_UTI_count,HM06_UTI_tpm,HM07_UR_count,HM07_UR_tpm,HM07_UTI_count,HM07_UTI_tpm,HM14_UR_count,HM14_UR_tpm,HM14_UTI_count,HM14_UTI_tpm,HM17_UR_count,HM17_UR_tpm,HM17_UTI_count,HM17_UTI_tpm,HM43_UR_count,HM43_UR_tpm,HM43_UTI_count,HM43_UTI_tpm,HM54_UR_count,HM54_UR_tpm,HM54_UTI_count,HM54_UTI_tpm,HM56_UR_count,HM56_UR_tpm,HM56_UTI_count,HM56_UTI_tpm,HM57_UR_count,HM57_UR_tpm,HM57_UTI_count,HM57_UTI_tpm,HM60_UR_count,HM60_UR_tpm,HM60_UTI_count,HM60_UTI_tpm,HM66_UR_count,HM66_UR_tpm,HM66_UTI_count,HM66_UTI_tpm,HM68_UR_count,HM68_UR_tpm,HM68_UTI_count,HM68_UTI_tpm,HM86_UR_count,HM86_UR_tpm,HM86_UTI_count,HM86_UTI_tpm
b0220,PROKKA_04684,PROKKA_03166,PROKKA_03905,PROKKA_04627,PROKKA_00073,PROKKA_01523,PROKKA_01291,PROKKA_01982,PROKKA_04462,PROKKA_03991,PROKKA_03144,PROKKA_03730,PROKKA_04437,PROKKA_04640,2044.0,241.60137066057004,222.0,103.52210406027466,4692.0,437.5391620294214,147.0,33.464640766835224,1663.0,153.44839332002593,113.0,47.41081300304972,6283.0,547.0727103932654,88.0,82.21261154111959,4569.0,427.22701542669273,522.0,71.65428454130857,5472.0,601.0485484554375,124.0,115.99328787991755,3570.0,432.98727180826467,708.0,168.61090534370229,1845.0,199.17502023676437,143.0,44.378997824629636,1780.0,235.62947558879125,345.0,44.78733764062809,10581.0,1205.8872949184065,38.0,80.70137916690433,2643.0,270.8203249526429,24.0,52.72193572179987,3804.0,481.1394829184049,4.0,111.39164534008665,22597.0,3126.2742073115355,75.0,61.38124819051729,1532.0,234.70641600695092,282.0,82.61723765677709
b2507,PROKKA_02257,PROKKA_00888,PROKKA_01290,PROKKA_02098,PROKKA_02536,PROKKA_04046,PROKKA_03711,PROKKA_04657,PROKKA_02125,PROKKA_01367,PROKKA_02892,PROKKA_01294,PROKKA_01936,PROKKA_02186,3700.0,131.17457743004059,4123.0,576.6640770026404,4198.0,110.7145060766666,9850.0,634.1737016930615,10572.0,275.8864787468286,4042.0,479.62126894132933,4233.0,104.23880538634089,1385.0,365.9390116091038,4718.0,124.76668927738169,11651.0,452.31191536756904,5480.0,180.54001318506158,1342.0,376.524410243949,6846.0,234.82642907916912,5691.0,383.3047080298987,7742.0,236.37134794244886,4981.0,437.18088040653527,6915.0,258.8838533442945,13010.0,477.6575136541385,4520.0,154.50690296702342,615.0,391.74361200074475,2898.0,112.63598469399129,342.0,284.9711525652458,4432.0,168.1356038571082,53.0,442.688198641508,4946.0,193.52343291162614,1736.0,401.8161039864482,4513.0,195.53958781089403,5404.0,447.7546115583536
b0926,PROKKA_00437,PROKKA_03893,PROKKA_04726,PROKKA_00258,PROKKA_00888,PROKKA_00826,PROKKA_00597,PROKKA_02679,PROKKA_03755,PROKKA_04609,PROKKA_00901,PROKKA_04431,PROKKA_00237,PROKKA_03977,7084.0,722.7325873807557,789.0,317.5687074125593,15449.0,1172.5020229066201,1555.0,288.106811547535,6907.0,518.6971389834931,1282.0,437.765250506746,12248.0,867.9555202184828,340.0,258.51692962208386,13872.0,1055.6766835799135,4692.0,524.1842463302556,5942.0,563.3479180800348,334.0,269.6734695939064,9892.0,976.4394596886052,1797.0,348.3010469982636,4963.0,436.050787237194,1276.0,322.2897012149128,5871.0,632.5225236068644,2368.0,250.19126905596772,8593.0,845.2893537713617,207.0,379.4445224553769,2677.0,236.76256982489238,74.0,140.3112221817548,5128.0,559.8337640918891,17.0,408.62236322063717,16668.0,1876.7830563881312,648.0,431.6221843563265,4821.0,601.1150870004401,1074.0,256.08264292169366
b1412,PROKKA_00999,PROKKA_04342,PROKKA_00130,PROKKA_00826,PROKKA_01402,PROKKA_00115,PROKKA_00103,PROKKA_03281,PROKKA_03214,PROKKA_00107,PROKKA_01479,PROKKA_00041,PROKKA_00783,PROKKA_03373,1040.0,96.10757245988874,91.0,33.17624841833372,2089.0,143.6074105485827,108.0,18.124751970055875,1800.0,122.4396516872493,1669.0,516.2199446841532,2209.0,169.53448426219146,49.0,40.34931756691582,1116.0,76.92743072716793,195.0,19.73266561083438,3461.0,297.2150721915988,67.0,48.99951061320271,1827.0,163.35218396406694,3363.0,590.4168644142699,2678.0,213.12213404156736,502.0,114.84832203608599,1645.0,160.52955460602516,423.0,40.48144469807457,2094.0,186.57886573539736,19.0,31.546902765244415,894.0,71.61885551425378,12.0,20.609483963976317,1262.0,124.79454727105515,2.0,43.54400681476115,993.0,101.27564423901207,272.0,164.10538799973628,1919.0,216.73081057930332,324.0,69.97550735803831
b0478,PROKKA_04971,PROKKA_03455,PROKKA_04166,PROKKA_04934,PROKKA_00309,PROKKA_01243,PROKKA_01033,PROKKA_02240,PROKKA_04177,PROKKA_04199,PROKKA_00202,PROKKA_04004,PROKKA_04712,PROKKA_04415,3108.0,103.67800670049293,290.0,38.1649976723534,6514.0,161.64695419856022,1266.0,76.69435205308548,5471.0,134.33762175168033,488.0,54.485335018521575,7501.0,173.8032933789124,405.0,100.68659160523183,3297.0,82.03843003910413,894.0,32.65652912591638,2856.0,111.2312910877167,155.0,51.410068559970945,3613.0,116.60997971315157,1193.0,75.60555237573523,2635.0,75.69722579003042,798.0,65.90300064158872,3063.0,107.89900892403548,3694.0,127.61269699947796,2043.0,65.71060990599837,144.0,86.30719033124274,1246.0,36.03207397787819,86.0,53.31699734714039,2474.0,88.3115099904389,6.0,47.155353441999694,923.0,33.98120908274865,236.0,51.39812776086785,2789.0,113.70395081248022,1220.0,95.11351612630028
b3166,PROKKA_03019,PROKKA_01581,PROKKA_02141,PROKKA_02931,PROKKA_03260,PROKKA_03265,PROKKA_02977,PROKKA_00169,PROKKA_01352,PROKKA_02145,PROKKA_04906,PROKKA_02027,PROKKA_02641,PROKKA_01340,672.0,39.79943637884245,686.0,160.28518324014067,620.0,27.31577213205844,1577.0,169.61466163832745,991.0,43.202274816000916,794.0,157.3918811299308,542.0,22.29667700790417,316.0,139.47800245761786,484.0,21.381874454704793,1295.0,83.9854964659304,1006.0,55.36694884278717,223.0,104.52139157570583,974.0,55.81214773020148,1209.0,136.03215179127028,934.0,47.63742084074429,1008.0,147.7967382809581,1309.0,81.86761251511295,2818.0,172.83830751718043,1293.0,73.83591759572376,147.0,156.4241635496773,929.0,47.6967680576593,148.0,162.9037071093255,1345.0,85.23970139049814,7.0,97.67418901510247,1165.0,76.14915206313015,463.0,179.02690662211074,1277.0,92.43149089579842,909.0,125.81960266928353
b1524,PROKKA_01138,PROKKA_04467,PROKKA_00216,PROKKA_00986,PROKKA_01521,PROKKA_05124,PROKKA_04802,PROKKA_03384,PROKKA_03118,PROKKA_00209,PROKKA_01616,PROKKA_00142,PROKKA_00916,PROKKA_03249,1034.0,62.42940490917572,160.0,38.110991940933516,794.0,35.66180342223674,180.0,19.73627599331138,863.0,38.35347896609561,111.0,22.43085407336703,635.0,26.630271185071837,58.0,26.098024682722382,427.0,19.23044332282733,491.0,32.462130935517564,136.0,13.720068637171895,16.0,13.746276271143376,552.0,32.24555554174767,263.0,30.166993043107453,221.0,11.490915874821868,144.0,21.524239576862765,346.0,22.060207097677527,358.0,22.384275914495277,221.0,12.865374505762272,20.0,21.695891977916187,169.0,10.162414278335964,8.0,10.313265341774747,459.0,29.65468590467637,1.0,14.224689051258364,531.0,35.38300184444874,63.0,24.833553803558743,388.0,28.63002940661908,200.0,28.221196938653694
b1054,PROKKA_00546,PROKKA_04021,PROKKA_04839,PROKKA_00399,PROKKA_01020,PROKKA_00579,PROKKA_00489,PROKKA_02789,PROKKA_03644,PROKKA_04719,PROKKA_01029,PROKKA_04706,PROKKA_00414,PROKKA_03769,1176.0,71.4659444541823,695.0,166.62426007762625,2194.0,99.1842198991988,1366.0,150.75320823886145,1678.0,75.06009057752331,638.0,129.76771853012494,1827.0,77.11938728422956,228.0,103.26131475288251,1288.0,58.38488694078069,1292.0,85.97678596078485,1465.0,82.73216739953858,119.0,57.23101503240636,1867.0,109.7736900084793,484.0,55.87850723273297,870.0,45.53074782153252,1059.0,159.32518986426058,788.0,50.56882507128084,1135.0,71.4297359390748,1054.0,61.75810042849696,124.0,135.39179893870914,579.0,30.50253743843683,108.0,121.97678280853371,962.0,62.55742649454525,9.0,128.85712886216,3550.0,238.09576263665022,279.0,110.69440923679461,791.0,58.74754347643616,491.0,69.7348843875539
b2991,PROKKA_02836,PROKKA_01405,PROKKA_01957,PROKKA_02738,PROKKA_03250,PROKKA_03454,PROKKA_03158,PROKKA_04816,PROKKA_01534,PROKKA_01960,PROKKA_05169,PROKKA_01829,PROKKA_02454,PROKKA_01543,192.0,31.479403386365536,17.0,10.996027036916706,300.0,36.589852747133435,46.0,13.696422486332542,446.0,53.82517304459184,63.0,34.57164050968497,241.0,27.445775968262595,11.0,13.44091816251442,293.0,35.833204594991074,334.0,59.96510624830894,485.0,73.89447438005888,39.0,50.60373147102541,344.0,54.56898000600573,92.0,28.656339231832227,111.0,15.672632782333574,15.0,6.088540398391655,280.0,48.47838299701514,107.0,18.167719213617694,258.0,40.78556405067147,13.0,38.29547619210484,157.0,22.31467191187058,5.0,15.235505618530876,276.0,48.42240242254019,2.0,77.25549596167299,256.0,46.32300525891855,21.0,22.47885710859765,219.0,43.882442357876386,44.0,16.85988926786666
b2180,PROKKA_01951,PROKKA_00539,PROKKA_00981,PROKKA_01771,PROKKA_02230,PROKKA_04349,PROKKA_04007,PROKKA_04212,PROKKA_02417,PROKKA_01015,PROKKA_02521,PROKKA_00998,PROKKA_01644,PROKKA_02491,557.0,19.597963344989353,65.0,9.022579471856469,1157.0,30.2833034052775,169.0,10.798576236966895,848.0,21.96225400378518,123.0,14.484884352719757,1042.0,25.46576178184302,27.0,7.079955004420749,981.0,25.746459628205454,237.0,9.131265458390175,1189.0,38.876088498790644,35.0,9.745776816683422,1218.0,41.463424081502204,255.0,17.045256641475167,976.0,29.573265253148794,132.0,11.498107002827993,1304.0,48.45048929467037,251.0,9.14578177783448,1005.0,34.09442028281979,27.0,17.068618352166787,1130.0,34.46670592729911,21.0,13.732090086129592,1144.0,43.07187291853097,0.0,0.0,1604.0,62.286167224962455,56.0,12.863923262482569,764.0,32.85265829531048,155.0,12.745715533684596
b2515,PROKKA_02270,PROKKA_00897,PROKKA_01303,PROKKA_02107,PROKKA_02546,PROKKA_04031,PROKKA_03698,PROKKA_04669,PROKKA_02113,PROKKA_01380,PROKKA_02907,PROKKA_01307,PROKKA_01951,PROKKA_02173,3372.0,168.62633675564243,1308.0,258.0519808072127,4034.0,150.06792456720413,1613.0,146.4860455282132,4405.0,162.1470546301985,1287.0,215.41233148144238,4773.0,165.7915841325738,402.0,149.82175504584498,4466.0,166.59015146788047,2890.0,158.25686522298687,3916.0,181.98076412271158,381.0,150.78407863050074,4411.0,213.4209391901379,2170.0,206.16037315644098,3821.0,164.55405633210958,1674.0,207.24781572901023,3479.0,183.7202798565549,3458.0,179.082931861596,3783.0,182.4045568015225,176.0,158.13549601935904,2822.0,122.33773577781572,171.0,158.92621969984862,3343.0,178.89005707917275,17.0,200.29074690957884,5803.0,320.2741650669059,566.0,184.79232878021972,3644.0,222.70892413747083,1726.0,201.7229953413402
b0722,PROKKA_00207,PROKKA_03680,PROKKA_04404,PROKKA_05202,PROKKA_00610,PROKKA_01034,PROKKA_00811,PROKKA_02466,PROKKA_03963,PROKKA_04402,PROKKA_00456,PROKKA_04213,PROKKA_04920,PROKKA_04200,1157.0,186.41614694174024,15.0,9.534612356980666,492.0,58.96976729195073,71.0,20.77459496407701,434.0,51.47130858712944,23.0,12.403155231574916,401.0,44.87740624052276,16.0,19.212378699156062,1449.0,174.14512387235737,573.0,101.09546329682851,356.0,53.3021991850122,2.0,2.550191743385749,1523.0,237.41721217796257,100.0,30.60960931604684,1440.0,199.80501081177349,45.0,17.94978912839961,283.0,48.15057013545649,26.0,4.338253078400562,1156.0,179.5847709773529,4.0,11.579478946138554,610.0,85.20117668070633,7.0,20.960894473448533,303.0,52.2401942687228,2.0,75.91966606031843,615.0,109.35956691140699,10.0,10.519130333514203,173.0,34.06572871209456,43.0,16.1918100821803
b1851,PROKKA_01511,PROKKA_00175,PROKKA_00517,PROKKA_01387,PROKKA_01841,PROKKA_04805,PROKKA_04427,PROKKA_03700,PROKKA_02824,PROKKA_00515,PROKKA_02040,PROKKA_00508,PROKKA_01224,PROKKA_02926,4068.0,125.58626284029783,2095.0,255.1566159430315,7249.0,166.47669117304227,6049.0,339.1320424742578,4575.0,103.96271271668358,2132.0,220.29394888579571,5685.0,121.90594042729735,672.0,154.61137888542265,4406.0,101.46083926050315,7162.0,242.11538438432225,6570.0,188.4827128223884,650.0,158.80611477654767,5778.0,172.58413084103776,2902.0,170.20261139482753,4270.0,113.52271859841733,3680.0,281.25851555802393,6682.0,217.83742470309383,6165.0,197.0995537789108,4553.0,135.5252901836819,391.0,216.87865336488687,852.0,44.7386758762246,127.0,142.9694565160816,5100.0,168.47806091005776,25.0,181.834098032375,3260.0,111.07345740036885,1031.0,207.80190561717507,5199.0,196.15637284111654,1805.0,130.23124019650456
b0781,PROKKA_00276,PROKKA_03741,PROKKA_04465,PROKKA_00043,PROKKA_00672,PROKKA_00972,PROKKA_00749,PROKKA_02528,PROKKA_03902,PROKKA_04463,PROKKA_00549,PROKKA_04274,PROKKA_00015,PROKKA_04138,3807.0,215.2118735461731,308.0,68.69034245127507,5411.0,227.54905084673408,1088.0,111.69565907172957,4391.0,182.71411576677932,1004.0,189.96397084529485,4148.0,162.87532921168733,377.0,158.83115325106778,4082.0,172.1270464338197,1173.0,72.61197345525281,2069.0,108.68980353973829,68.0,30.42180201058146,3708.0,202.80805797209365,1014.0,108.90026202958146,1574.0,76.62699499715818,795.0,111.2620734278386,1177.0,70.26266923491626,2003.0,117.26156015651416,2735.0,149.074096175755,103.0,104.61631875984277,1955.0,95.80666054889184,105.0,110.31491985267908,957.0,57.89049669320679,3.0,39.95569887198761,651.0,40.615877229337514,106.0,39.121805048262836,1913.0,132.16599614314805,758.0,100.14501466540212
b3320,PROKKA_03173,PROKKA_01735,PROKKA_02302,PROKKA_03095,PROKKA_03414,PROKKA_03100,PROKKA_02815,PROKKA_00335,PROKKA_01191,PROKKA_02307,PROKKA_04731,PROKKA_02191,PROKKA_02801,PROKKA_01172,10903.0,969.1143173394138,21785.0,7639.205191128551,16906.0,1117.85122011222,62148.0,10031.830899843882,38853.0,2542.0194410332465,21848.0,6499.723164326309,13860.0,855.7076907147668,9010.0,5968.494200273296,19509.0,1293.471223401874,76965.0,7491.161292131672,32140.0,2654.7267849215955,8714.0,6129.700068041816,31356.0,2696.5705232571804,46799.0,7902.658027256622,26310.0,2013.9262415616085,33945.0,7469.6710973800755,28122.0,2639.611620173418,104848.0,9651.18222399152,17718.0,1518.4664394867011,4538.0,7247.235049196794,15645.0,1205.5081601862669,3446.0,5692.53715588457,20671.0,1966.0858208476066,241.0,5046.847308128973,18369.0,1801.9635812547606,9757.0,5662.066560960578,23802.0,2585.615011968997,35212.0,7314.699144635829
b3406,PROKKA_03240,PROKKA_01803,PROKKA_02385,PROKKA_03168,PROKKA_03491,PROKKA_03016,PROKKA_02732,PROKKA_00418,PROKKA_01109,PROKKA_02392,PROKKA_04653,PROKKA_02275,PROKKA_02883,PROKKA_01088,752.0,88.32640022291325,227.0,105.18653791974933,1857.0,162.2552421851298,465.0,99.18584360364085,1479.0,127.86926719361838,502.0,197.34702433403004,1759.0,143.50655440834151,92.0,80.53256008296455,1565.0,137.11336744045886,922.0,118.58519935767643,792.0,86.44558816932887,66.0,61.34925557460128,1031.0,117.16380978656586,277.0,61.81018987077953,921.0,93.15926119033358,565.0,164.29252603027007,655.0,81.24166592360683,650.0,79.0637509561447,827.0,93.65688360072399,38.0,80.19275702929778,450.0,45.81954724718381,31.0,67.66997054348316,600.0,75.41121312607876,5.0,138.36199644396268,1535.0,198.98143922090037,141.0,108.12384240080871,680.0,97.61195592978376,236.0,64.78306191371453
b0865,PROKKA_00374,PROKKA_03830,PROKKA_04550,PROKKA_00153,PROKKA_00767,PROKKA_00889,PROKKA_00663,PROKKA_02616,PROKKA_03817,PROKKA_04547,PROKKA_00774,PROKKA_04361,PROKKA_00145,PROKKA_04052,7785.0,845.1446195260295,104.0,44.54175931892793,4668.0,376.979213751806,89.0,17.546337105855063,1979.0,158.14065023396455,146.0,53.049273984132405,8298.0,625.7185811848952,69.0,55.82548339731718,2944.0,238.3982068705386,161.0,19.139261078648968,1578.0,212.39500494076665,17.0,19.486504008073226,2708.0,284.43510989493035,394.0,81.25989449458817,2136.0,266.432562560449,131.0,46.97429846918024,1793.0,274.2442041391009,301.0,45.149214754852885,4147.0,434.07817667106116,16.0,31.20838209172876,4612.0,434.03754867879,19.0,38.33430714658701,2135.0,248.0174739531029,1.0,25.57681953682572,2481.0,297.2560317972962,52.0,36.85576460930685,460.0,81.42759017976779,155.0,52.468761614053946
b3991,PROKKA_03964,PROKKA_02445,PROKKA_03131,PROKKA_03886,PROKKA_04157,PROKKA_02328,PROKKA_02059,PROKKA_01145,PROKKA_00445,PROKKA_03066,PROKKA_04068,PROKKA_02940,PROKKA_03620,PROKKA_00419,78.0,5.663481948529157,7.0,2.0051578714377523,102.0,5.509386399354091,28.0,3.6920791050113815,77.0,4.115332737265879,24.0,5.832494453334607,90.0,4.539046529428136,11.0,5.952406614827814,73.0,3.953707557214276,13.0,1.0336158177103725,56.0,3.77852157654734,5.0,2.8731056329703075,88.0,6.182067170115599,6.0,0.8276520337144092,58.0,3.6266916013688246,30.0,5.392707210004037,70.0,5.367249546098105,28.0,2.1054179275594334,79.0,5.530667018831364,3.0,3.9137135009513746,44.0,2.7695370780519992,4.0,5.397721990565225,63.0,4.894873288365475,0.0,0.0,130.0,10.417506204991172,14.0,6.636614955871687,52.0,4.6143833712261415,15.0,2.5454053602461024
b0301,PROKKA_04796,PROKKA_03274,PROKKA_04001,PROKKA_04742,PROKKA_00120,PROKKA_01415,PROKKA_01200,PROKKA_02075,PROKKA_04335,PROKKA_04037,PROKKA_03009,PROKKA_03837,PROKKA_04552,PROKKA_04585,31.0,2.9227161783065463,17.0,6.323179122409101,67.0,4.699091431780538,37.0,6.335059847131672,61.0,4.233310235636064,31.0,9.782296416603224,77.0,5.04253454618314,12.0,8.431739555573971,26.0,1.8284835707784846,39.0,4.026395512497404,69.0,6.0453159287509095,9.0,6.715218224783889,63.0,5.746820451140344,272.0,48.719348493857744,39.0,3.166527556815311,17.0,3.967989734623544,54.0,5.376300557137056,62.0,6.0535203482105135,52.0,4.7270456471920905,8.0,13.5517004867119,28.0,1.935910368395834,2.0,2.9645120775572207,5.0,0.5044370074200883,3.0,66.63775073253919,142.0,14.77558864254423,22.0,13.54182815616314,20.0,2.304498116386126,21.0,4.627229305809948
b4142,PROKKA_04173,PROKKA_02607,PROKKA_03334,PROKKA_04070,PROKKA_04326,PROKKA_02131,PROKKA_01878,PROKKA_01411,PROKKA_00244,PROKKA_03447,PROKKA_03779,PROKKA_03128,PROKKA_03915,PROKKA_00146,24855.0,4742.7014855007,2434.0,1832.2899948762588,22554.0,3201.4722497254497,6246.0,2164.402619359317,30291.0,4254.523684113336,6963.0,4446.953546145909,19433.0,2575.639523280632,936.0,1331.063759056377,22718.0,3233.5150207719544,9581.0,2001.9339262541268,11230.0,1991.3002148075643,820.0,1238.279110346384,13452.0,2483.481966752412,12851.0,4658.612252362447,15375.0,2526.5090735380236,5613.0,2651.5738895005175,12686.0,2556.239608053946,11134.0,2200.1617342996083,9027.0,1660.7985919481084,419.0,1436.4975959180229,15837.0,2619.6937793154148,561.0,1989.4658432290619,7410.0,1513.0114589862342,34.0,1528.498669248527,43353.0,9129.829687814028,1016.0,1265.7134598433788,4246.0,990.1783461245846,5643.0,2516.511100081671
b0581,PROKKA_00069,PROKKA_03535,PROKKA_04243,PROKKA_05045,PROKKA_00459,PROKKA_01170,PROKKA_00962,PROKKA_02317,PROKKA_04103,PROKKA_04268,PROKKA_00292,PROKKA_04074,PROKKA_04785,PROKKA_04337,511.0,25.553991127560288,14.0,2.7620242594044173,983.0,36.568361390570566,54.0,4.904058560770931,397.0,14.613480292437869,36.0,6.025519761718668,1139.0,39.56350603959807,41.0,15.280328250944388,492.0,18.352520045274783,83.0,4.545093361075402,500.0,23.23554189513682,13.0,5.144863575318923,1606.0,77.7043818497759,104.0,9.880497146668139,813.0,35.01241763883933,145.0,17.951573047017014,859.0,45.36238010830142,47.0,2.43403637868566,1803.0,86.93508218692705,23.0,20.66543413889351,472.0,20.461875013156988,6.0,5.576358585959602,1096.0,58.648968758233124,1.0,11.781808641739932,418.0,23.06989505393187,39.0,12.73304032231196,103.0,6.295010753611277,11.0,1.2856042576794566
b3662,PROKKA_03566,PROKKA_02087,PROKKA_02766,PROKKA_03500,PROKKA_03790,PROKKA_02698,PROKKA_02432,PROKKA_00720,PROKKA_00819,PROKKA_02703,PROKKA_04213,PROKKA_02573,PROKKA_03212,PROKKA_00785,124.0,5.267996029592042,104.0,17.43085566052271,349.0,11.724614393063012,304.0,24.93197198537573,588.0,19.54616841286217,228.0,34.462598486383406,310.0,9.724200382108203,80.0,26.925264170465073,234.0,7.8825660882429505,211.0,10.434420399117945,647.0,27.15240111095257,63.0,22.51605076823742,563.0,24.59968368076088,202.0,17.33077508399828,364.0,14.156441452170549,627.0,70.1008377468457,313.0,14.926849908898042,566.0,26.47078355610871,487.0,21.205546158479105,63.0,51.11853579190931,64.0,2.5177609800472722,34.0,28.67539807487776,341.0,16.478791693285675,4.0,42.55916659601049,608.0,30.303589567097468,190.0,56.01989199423194,449.0,24.781452139524262,242.0,25.54177893528588
b1609,PROKKA_01250,PROKKA_04559,PROKKA_00266,PROKKA_01098,PROKKA_01582,PROKKA_05065,PROKKA_04688,PROKKA_03440,PROKKA_03074,PROKKA_00263,PROKKA_01757,PROKKA_00255,PROKKA_00972,PROKKA_03201,356.0,15.298623068357799,20.0,3.3907358317932785,814.0,26.022013288323897,108.0,8.428497265091318,566.0,17.90375349187154,121.0,17.403712151459946,562.0,26.294872759634963,18.0,9.036183535762706,1019.0,32.66399461549112,401.0,18.870073673176353,628.0,29.74251031311421,19.0,7.663361059317339,426.0,21.00606688842835,195.0,18.880576247678295,311.0,13.649826136796161,72.0,9.084524087591124,462.0,20.965689618194137,144.0,6.408497304485286,500.0,20.717333329280063,20.0,15.442272076518364,358.0,15.816909566085485,8.0,7.577476632151729,533.0,24.5099001534604,1.0,10.124567303201573,1280.0,71.99701364307762,14.0,4.658335019162442,431.0,22.63607002614586,113.0,11.348999251602018
b1908,PROKKA_01567,PROKKA_00244,PROKKA_00577,PROKKA_01442,PROKKA_01902,PROKKA_04748,PROKKA_04372,PROKKA_03847,PROKKA_02768,PROKKA_00572,PROKKA_02103,PROKKA_00564,PROKKA_01279,PROKKA_02868,2564.0,215.56389322039993,194.0,64.34596838568666,4151.0,259.61206644056466,268.0,40.91823008110359,2142.0,132.5570334319325,130.0,36.58099591345828,4153.0,242.52311415656786,111.0,69.54917202588288,4115.0,258.05994603792965,526.0,48.42511029370214,1932.0,150.94199350523323,77.0,51.232009918438955,2732.0,222.2290461678397,554.0,88.48616655185279,2003.0,145.02158993277553,348.0,72.43257263121211,1992.0,176.85289030691982,822.0,71.56837932703908,2824.0,228.92024020383414,31.0,46.82723873068136,2189.0,159.53991220673225,57.0,89.0624128443262,1677.0,150.87005438676343,6.0,118.84567273502478,2242.0,208.02958544736214,121.0,66.41604891928735,2074.0,213.1023122088121,431.0,84.68608289773174
b0325,PROKKA_04821,PROKKA_03306,PROKKA_04027,PROKKA_04772,PROKKA_00154,PROKKA_01386,PROKKA_01173,PROKKA_02103,PROKKA_04308,PROKKA_04063,PROKKA_00034,PROKKA_03864,PROKKA_04579,PROKKA_04559,3279.0,174.7614226993336,27.0,5.677139064032531,3962.0,157.08429563137162,69.0,6.6784748348513805,468.0,18.36011173537113,25.0,4.459624969283889,5167.0,191.28275745702246,19.0,7.546902571707335,2771.0,110.16241434897405,77.0,4.493882953145705,637.0,31.54921435518019,3.0,1.2653715943110413,795.0,40.99523808590719,49.0,4.9614412507220615,673.0,30.889646210600223,23.0,3.034790107695313,915.0,51.49796633124636,88.0,4.857112854808227,1008.0,51.79957419768257,8.0,7.660780160743714,645.0,29.800905403729214,6.0,5.943154336608995,409.0,23.325955856748518,2.0,25.113559697741174,220.0,12.940716808135985,7.0,2.4357452411921834,139.0,9.053997437529038,21.0,2.6157740499001894
b1664,PROKKA_01311,PROKKA_04617,PROKKA_00325,PROKKA_01167,PROKKA_01643,PROKKA_05006,PROKKA_04631,PROKKA_03498,PROKKA_03017,PROKKA_00321,PROKKA_01823,PROKKA_00312,PROKKA_01031,PROKKA_03141,4036.0,179.6557663837481,522.0,91.66892116079279,8260.0,273.51691783105326,808.0,65.31687716031281,8065.0,264.25285450676205,695.0,103.54496439430783,10547.0,332.4536371241566,323.0,109.24018957894229,6471.0,214.85930584269326,1831.0,89.24938344655332,6315.0,261.22113984361164,142.0,50.0231480746773,8510.0,366.5065100754242,2108.0,178.26588044637478,633.0,25.043007868744212,140.0,15.922592090891131,5194.0,244.15002831749135,2009.0,92.61073005799348,5821.0,249.83259888530372,92.0,73.57947569198392,6301.0,243.1448485303335,84.0,69.49137307917172,4575.0,217.91799207094175,7.0,73.41117390944007,4008.0,196.90158592353964,181.0,52.60151424020912,3198.0,173.97621380924676,790.0,82.18524844149174
b2425,PROKKA_02180,PROKKA_00806,PROKKA_01226,PROKKA_02009,PROKKA_02455,PROKKA_04109,PROKKA_03775,PROKKA_04572,PROKKA_02189,PROKKA_01254,PROKKA_02810,PROKKA_01231,PROKKA_01873,PROKKA_02251,158.0,8.694468174061898,20.0,4.341877280672298,201.0,8.22803509560785,23.0,2.2984646003146643,108.0,4.374566295518847,200.0,36.83579994314015,174.0,6.650715813788076,15.0,6.151601324379139,117.0,4.802468906124395,33.0,1.9885052943686068,77.0,3.93750956611171,11.0,4.790394628200493,133.0,7.0810833358484535,141.0,14.740515305179363,79.0,3.7437491533950853,30.0,4.086992668999123,103.0,5.985328480048379,70.0,3.9891038489684147,109.0,5.783276224590307,7.0,6.920904124057714,47.0,2.2420711089544976,2.0,2.0453966204405627,79.0,4.651842615474188,1.0,12.964628013253195,256.0,15.547386607570106,18.0,6.466780321174184,78.0,5.2456818836281425,19.0,2.4435223372966197
