,Uniprot,Symbol,GO,Pubmed,evidence,alternative,category,Godef,acc,date,source
16815,P11349,narH,GO:0005515,PMID:15122898,IPI,UniProtKB:P09152,F,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20110822,IntAct
16816,P11349,narH,GO:0005515,PMID:15690043,IPI,UniProtKB:P19319,F,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20071004,IntAct
16817,P11349,narH,GO:0008940,PMID:7047497,IMP,,F,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20140731,EcoCyc
16818,P11349,narH,GO:0009061,PMID:2832376,IEP,,P,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20140731,EcoCyc
16819,P11349,narH,GO:0009055,GO_REF:0000033,IBA,PANTHER:PTN000941277,F,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20140724,GO_CENTRAL
16820,P11349,narH,GO:0009055,PMID:1321049,IDA,,F,"nitrate reductase A, beta subunit",narH|chlC|b1225|ECK1219,20140731,EcoCyc
16821,P11350,narI,GO:0019645,GO_REF:0000033,IBA,PANTHER:PTN002023632,P,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20150702,GO_CENTRAL
16822,P11350,narI,GO:0005887,PMID:12910261,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16823,P11350,narI,GO:0005887,PMID:7746153,ISM,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16824,P11350,narI,GO:0044799,PMID:12910261,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16825,P11350,narI,GO:0044799,PMID:4151408,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16826,P11350,narI,GO:0020037,PMID:10504245,IDA,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16827,P11350,narI,GO:0020037,PMID:9325288,IMP,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16828,P11350,narI,GO:0020037,PMID:12910261,IDA,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16829,P11350,narI,GO:0009325,PMID:3053688,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20111022,CACAO
16830,P11350,narI,GO:0005886,PMID:17309111,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140602,EcoCyc
16831,P11350,narI,GO:0005886,PMID:15919996,IDA,,C,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140602,EcoCyc
16832,P11350,narI,GO:0008940,PMID:4151408,IDA,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16833,P11350,narI,GO:0008940,PMID:6330027,IGI,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16834,P11350,narI,GO:0008940,PMID:7047497,IMP,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16835,P11350,narI,GO:0009061,PMID:2832376,IEP,,P,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16836,P11350,narI,GO:0009055,PMID:12910261,IDA,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16837,P11350,narI,GO:0009055,PMID:10504245,IDA,,F,"nitrate reductase A, gamma subunit",narI|chlI|b1227|ECK1221,20140803,EcoCyc
16838,P0AF26,narJ,GO:0042128,PMID:9305880,IDA,,P,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100409,UniProtKB
16839,P0AF26,narJ,GO:0016530,PMID:17442677,IMP,,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100326,EcoCyc
16840,P0AF26,narJ,GO:0005737,PMID:9305880,IDA,,C,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100326,EcoCyc
16841,P0AF26,narJ,GO:0005515,PMID:24561554,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20140512,IntAct
16842,P0AF26,narJ,GO:0005515,PMID:20974141,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20140120,IntAct
16843,P0AF26,narJ,GO:0005515,PMID:19151138,IPI,UniProtKB:P19319,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20130429,IntAct
16844,P0AF26,narJ,GO:0005515,PMID:19151138,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20130429,IntAct
16845,P0AF26,narJ,GO:0005515,PMID:16286471,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20120903,IntAct
16846,P0AF26,narJ,GO:0005515,PMID:20236317,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20110822,IntAct
16847,P0AF26,narJ,GO:0005515,PMID:19295650,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100326,EcoCyc
16848,P0AF26,narJ,GO:0005515,PMID:15690043,IPI,UniProtKB:P09152,F,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20071004,IntAct
16849,P0AF26,narJ,GO:0051131,PMID:9305880,IDA,,P,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100409,UniProtKB
16850,P0AF26,narJ,GO:0051131,PMID:8793883,IMP,,P,molybdenum cofactor assembly chaperone subunit (delta subunit) of nitrate reductase 1,narJ|b1226|ECK1220,20100326,EcoCyc
16851,P0AF32,narV,GO:0009055,GO_REF:0000033,IBA,PANTHER:PTN002023632,F,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20150702,GO_CENTRAL
16852,P0AF32,narV,GO:0019645,PMID:3311749,IDA,,P,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20141207,EcoCyc
16853,P0AF32,narV,GO:0009061,PMID:3311749,IDA,,P,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20141207,EcoCyc
16854,P0AF32,narV,GO:0020037,GO_REF:0000033,IBA,PANTHER:PTN002023632,F,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20150702,GO_CENTRAL
16855,P0AF32,narV,GO:0020037,PMID:2233673,ISM,,F,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20141207,EcoCyc
16856,P0AF32,narV,GO:0009325,PMID:2233673,ISS,,C,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20141207,EcoCyc
16857,P0AF32,narV,GO:0005886,PMID:15919996,IDA,,C,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20140602,EcoCyc
16858,P0AF32,narV,GO:0008940,PMID:3311749,IDA,,F,"nitrate reductase Z, gamma subunit",narV|chlZ|b1465|ECK1459,20141207,EcoCyc
16859,P19317,narW,GO:0016530,GO_REF:0000033,IBA,PANTHER:PTN001255164,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20150702,GO_CENTRAL
16860,P19317,narW,GO:0005515,PMID:24561554,IPI,UniProtKB:P19319,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20140512,IntAct
16861,P19317,narW,GO:0005515,PMID:24561554,IPI,UniProtKB:P19318,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20140512,IntAct
16862,P19317,narW,GO:0005515,PMID:24561554,IPI,UniProtKB:P09152,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20140512,IntAct
16863,P19317,narW,GO:0005515,PMID:19151138,IPI,UniProtKB:P19319,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20140512,IntAct
16864,P19317,narW,GO:0005515,PMID:15690043,IPI,UniProtKB:P19318,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20140512,IntAct
16865,P19317,narW,GO:0005515,PMID:19151138,IPI,UniProtKB:P09152,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20130429,IntAct
16866,P19317,narW,GO:0005515,PMID:15690043,IPI,UniProtKB:P09152,F,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20130429,IntAct
16867,P19317,narW,GO:0051131,GO_REF:0000033,IBA,PANTHER:PTN001255164,P,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20150702,GO_CENTRAL
16868,P19317,narW,GO:0042128,GO_REF:0000033,IBA,PANTHER:PTN001255164,P,"NarW, probable private chaperone for NarZ nitrate reductase subunit",narW|chlZ|b1466|ECK1460,20150702,GO_CENTRAL
16869,P19318,narY,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN000234102,C,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140724,GO_CENTRAL
16870,P19318,narY,GO:0019645,PMID:3311749,IDA,,P,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16871,P19318,narY,GO:0009061,PMID:3311749,IDA,,P,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16872,P19318,narY,GO:0005515,PMID:24561554,IPI,UniProtKB:P19317,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140512,IntAct
16873,P19318,narY,GO:0005515,PMID:24561554,IPI,UniProtKB:P09152,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140512,IntAct
16874,P19318,narY,GO:0005515,PMID:15690043,IPI,UniProtKB:P19317,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140512,IntAct
16875,P19318,narY,GO:0005515,PMID:15690043,IPI,UniProtKB:P09152,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140512,IntAct
16876,P19318,narY,GO:0051536,PMID:2233673,ISM,,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16877,P19318,narY,GO:0009325,PMID:2139607,IDA,,C,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16878,P19318,narY,GO:0016491,GO_REF:0000033,IBA,PANTHER:PTN000234102,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140724,GO_CENTRAL
16879,P19318,narY,GO:0016020,GO_REF:0000033,IBA,PANTHER:PTN000941277,C,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20140724,GO_CENTRAL
16880,P19318,narY,GO:0008940,PMID:2139607,IDA,,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16881,P19318,narY,GO:0009055,PMID:2233673,ISM,,F,"nitrate reductase Z, beta subunit",narY|chlZ|b1467|ECK1461,20141207,EcoCyc
16882,P19319,narZ,GO:0003954,GO_REF:0000033,IBA,PANTHER:PTN000177278,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20150303,GO_CENTRAL
16883,P19319,narZ,GO:0019645,PMID:3311749,IDA,,P,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20141207,EcoCyc
16884,P19319,narZ,GO:0009061,PMID:3311749,IDA,,P,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20141207,EcoCyc
16885,P19319,narZ,GO:0043546,PMID:2233673,ISM,,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20141207,EcoCyc
16886,P19319,narZ,GO:0051536,GO_REF:0000033,IBA,PANTHER:PTN000177278,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20150303,GO_CENTRAL
16887,P19319,narZ,GO:0009325,PMID:2139607,IDA,,C,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20141207,EcoCyc
16888,P19319,narZ,GO:0016020,PMID:16858726,IDA,,C,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20090506,UniProtKB
16889,P19319,narZ,GO:0005515,PMID:24561554,IPI,UniProtKB:P19317,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20140512,IntAct
16890,P19319,narZ,GO:0005515,PMID:24561554,IPI,UniProtKB:P11349,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20140512,IntAct
16891,P19319,narZ,GO:0005515,PMID:19151138,IPI,UniProtKB:P19317,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20140512,IntAct
16892,P19319,narZ,GO:0005515,PMID:19151138,IPI,UniProtKB:P0AF26,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20130429,IntAct
16893,P19319,narZ,GO:0005515,PMID:16858726,IPI,UniProtKB:P11349,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20120903,IntAct
16894,P19319,narZ,GO:0005515,PMID:15690043,IPI,UniProtKB:P11349,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20071004,IntAct
16895,P19319,narZ,GO:0008940,PMID:2139607,IDA,,F,"nitrate reductase Z, alpha subunit",narZ|chlZ|b1468|ECK1462,20141207,EcoCyc
16896,P0A752,nadD,GO:0006767,GO_REF:0000033,IBA,PANTHER:PTN000247701,P,nicotinate-mononucleotide adenylyltransferase,nadD|ybeN|fusB|b0639|ECK0632,20150819,GO_CENTRAL
16897,P0A752,nadD,GO:0000309,GO_REF:0000033,IBA,PANTHER:PTN000247701,F,nicotinate-mononucleotide adenylyltransferase,nadD|ybeN|fusB|b0639|ECK0632,20150819,GO_CENTRAL
16898,P0A752,nadD,GO:0034628,PMID:12949168,IMP,,P,nicotinate-mononucleotide adenylyltransferase,nadD|ybeN|fusB|b0639|ECK0632,20080804,EcoCyc
16899,P0A752,nadD,GO:0034355,PMID:12949168,IMP,,P,nicotinate-mononucleotide adenylyltransferase,nadD|ybeN|fusB|b0639|ECK0632,20080801,EcoCyc
16900,P0A752,nadD,GO:0004515,PMID:10894752,IDA,,F,nicotinate-mononucleotide adenylyltransferase,nadD|ybeN|fusB|b0639|ECK0632,20080801,EcoCyc
16901,P21369,pncA,GO:0008936,PMID:4399474,IDA,,F,nicotinamidase / pyrazinamidase,pncA|nam|ydjB|b1768|ECK1766,20130502,EcoCyc
16902,P18133,pncB,GO:0005829,PMID:18304323,IDA,,C,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20140602,EcoCyc
16903,P18133,pncB,GO:0009408,PMID:24580753,IMP,,P,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20140516,EcoCyc
16904,P18133,pncB,GO:0016879,PMID:2211655,IDA,,F,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20130927,UniProtKB
16905,P18133,pncB,GO:0009435,PMID:2211655,IDA,,P,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20130927,UniProtKB
16906,P18133,pncB,GO:0009435,PMID:13717628,IDA,,P,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20130514,EcoCyc
16907,P18133,pncB,GO:0004516,PMID:13717628,IDA,,F,nicotinate phosphoribosyltransferase,pncB|b0931|ECK0922,20130514,EcoCyc
16908,P08201,nirB,GO:0051536,PMID:6297458,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20091214,EcoCyc
16909,P08201,nirB,GO:0009344,PMID:217342,IDA,,C,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20091208,EcoCyc
16910,P08201,nirB,GO:0009344,PMID:6279095,IDA,,C,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20091208,EcoCyc
16911,P08201,nirB,GO:0050661,PMID:217342,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20080430,EcoCyc
16912,P08201,nirB,GO:0050660,PMID:7030314,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20080430,EcoCyc
16913,P08201,nirB,GO:0020037,PMID:7030314,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20080430,EcoCyc
16914,P08201,nirB,GO:0008942,PMID:1435259,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20091214,EcoCyc
16915,P08201,nirB,GO:0008942,PMID:217342,IDA,,F,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20091214,EcoCyc
16916,P08201,nirB,GO:0009061,PMID:2173895,IEP,,P,"nitrite reductase, large subunit",nirB|b3365|ECK3353,20080430,EcoCyc
16917,P0A9I8,nirD,GO:0009344,PMID:1435259,IDA,,C,"nitrite reductase, small subunit",nirD|b3366|ECK3354,20091208,EcoCyc
16918,P0A9I8,nirD,GO:0008942,PMID:1435259,IDA,,F,"nitrite reductase, small subunit",nirD|b3366|ECK3354,20091208,EcoCyc
16919,P0A9I8,nirD,GO:0008942,PMID:217342,IDA,,F,"nitrite reductase, small subunit",nirD|b3366|ECK3354,20091208,EcoCyc
16920,P0A9I8,nirD,GO:0009061,PMID:2173895,IEP,,P,"nitrite reductase, small subunit",nirD|b3366|ECK3354,20080430,EcoCyc
16921,P00452,nrdA,GO:0005829,PMID:18304323,IDA,,C,"ribonucleoside diphosphate reductase 1, alpha subunit",nrdA|dnaF|b2234|ECK2226,20140602,EcoCyc
16922,P00452,nrdA,GO:0004748,PMID:357894,IDA,,F,"ribonucleoside diphosphate reductase 1, alpha subunit",nrdA|dnaF|b2234|ECK2226,20090714,EcoCyc
16923,P69924,nrdB,GO:0042802,PMID:16858726,IPI,UniProtKB:P69924,F,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20120903,IntAct
16924,P69924,nrdB,GO:0042802,PMID:19834901,IPI,UniProtKB:P69924,F,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20111114,IntAct
16925,P69924,nrdB,GO:0005829,PMID:18304323,IDA,,C,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20140602,EcoCyc
16926,P69924,nrdB,GO:0005829,PMID:17272300,IDA,,C,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20120612,EcoCyc
16927,P69924,nrdB,GO:0005829,PMID:16858726,IDA,,C,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20080804,UniProtKB
16928,P69924,nrdB,GO:0005506,PMID:18314964,IDA,,F,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",nrdB|ftsB|b2235|ECK2227,20080324,EcoCyc
16929,P37146,nrdF,GO:0030145,PMID:21250660,IDA,,F,NrdF,nrdF|ygaD|b2676|ECK2670,20110311,EcoCyc
16930,P37146,nrdF,GO:0030145,PMID:20070127,IDA,,F,NrdF,nrdF|ygaD|b2676|ECK2670,20100917,EcoCyc
16931,P37146,nrdF,GO:0005515,PMID:20070127,IPI,UniProtKB:P0A772,F,NrdF,nrdF|ygaD|b2676|ECK2670,20100811,EcoCyc
16932,P0AAK7,nrfC,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN000234102,C,"formate-dependent nitrite reductase, 4Fe-4S subunit",nrfC|yjcJ|b4072|ECK4065,20140724,GO_CENTRAL
16933,P0AAK7,nrfC,GO:0042279,PMID:8057835,IMP,,F,"formate-dependent nitrite reductase, 4Fe-4S subunit",nrfC|yjcJ|b4072|ECK4065,20120307,EcoCyc
16934,P0AAK7,nrfC,GO:0005887,PMID:8057835,RCA,,C,"formate-dependent nitrite reductase, 4Fe-4S subunit",nrfC|yjcJ|b4072|ECK4065,20120307,EcoCyc
16935,P0AAK7,nrfC,GO:0019645,PMID:8057835,RCA,,P,"formate-dependent nitrite reductase, 4Fe-4S subunit",nrfC|yjcJ|b4072|ECK4065,20120307,EcoCyc
16936,P0AAK7,nrfC,GO:0051539,PMID:8057835,RCA,,F,"formate-dependent nitrite reductase, 4Fe-4S subunit",nrfC|yjcJ|b4072|ECK4065,20120307,EcoCyc
16937,P32709,nrfD,GO:0005887,PMID:8057835,RCA,,C,formate dependent nitrite reductase - NrfD subunit,nrfD|yjcK|b4073|ECK4066,20120307,EcoCyc
16938,P32709,nrfD,GO:0019645,PMID:8057835,RCA,,P,formate dependent nitrite reductase - NrfD subunit,nrfD|yjcK|b4073|ECK4066,20120307,EcoCyc
16939,P32709,nrfD,GO:0005886,PMID:15919996,IDA,,C,formate dependent nitrite reductase - NrfD subunit,nrfD|yjcK|b4073|ECK4066,20140602,EcoCyc
16940,P0A763,ndk,GO:0009142,GO_REF:0000033,IBA,PANTHER:PTN000143097,P,Ndk,ndk|b2518|ECK2514,20141124,GO_CENTRAL
16941,P0A763,ndk,GO:0006220,GO_REF:0000033,IBA,PANTHER:PTN000143097,P,Ndk,ndk|b2518|ECK2514,20141124,GO_CENTRAL
16942,P0A763,ndk,GO:0006163,GO_REF:0000033,IBA,PANTHER:PTN000143097,P,Ndk,ndk|b2518|ECK2514,20141124,GO_CENTRAL
16943,P0A763,ndk,GO:0005622,GO_REF:0000033,IBA,PANTHER:PTN000887110,C,Ndk,ndk|b2518|ECK2514,20141124,GO_CENTRAL
16944,P0A763,ndk,GO:0005829,PMID:18304323,IDA,,C,Ndk,ndk|b2518|ECK2514,20140602,EcoCyc
16945,P0A763,ndk,GO:0005829,PMID:15911532,IDA,,C,Ndk,ndk|b2518|ECK2514,20140602,EcoCyc
16946,P0A763,ndk,GO:0005515,PMID:16895920,IPI,UniProtKB:P12295,F,Ndk,ndk|b2518|ECK2514,20121126,IntAct
16947,P0A763,ndk,GO:0005515,PMID:15690043,IPI,UniProtKB:P0AC28,F,Ndk,ndk|b2518|ECK2514,20081210,IntAct
16948,P0A763,ndk,GO:0005515,PMID:15690043,IPI,UniProtKB:P0AC28,F,Ndk,ndk|b2518|ECK2514,20080822,EcoCyc
16949,P0A763,ndk,GO:0005515,PMID:16895920,IPI,UniProtKB:P12295,F,Ndk,ndk|b2518|ECK2514,20080822,EcoCyc
16950,P0A763,ndk,GO:0004550,PMID:214126,IDA,,F,Ndk,ndk|b2518|ECK2514,20100308,EcoCyc
16951,P0AFC3,nuoA,GO:0005887,PMID:21925501,IDA,,C,"NADH:ubiquinone oxidoreductase, membrane subunit A",nuoA|b2288|ECK2282,20110928,EcoCyc
16952,P0AFC3,nuoA,GO:0005886,PMID:17309111,IDA,,C,"NADH:ubiquinone oxidoreductase, membrane subunit A",nuoA|b2288|ECK2282,20140602,EcoCyc
16953,P0AFC3,nuoA,GO:0045272,PMID:22063474,IMP,,C,"NADH:ubiquinone oxidoreductase, membrane subunit A",nuoA|b2288|ECK2282,20111130,EcoCyc
16954,P0AFC3,nuoA,GO:0045272,PMID:11997136,IDA,,C,"NADH:ubiquinone oxidoreductase, membrane subunit A",nuoA|b2288|ECK2282,20080121,EcoCyc
16955,P0AFC3,nuoA,GO:0008137,PMID:8366049,IMP,,F,"NADH:ubiquinone oxidoreductase, membrane subunit A",nuoA|b2288|ECK2282,20071023,EcoCyc
16956,P0AFC7,nuoB,GO:0016020,PMID:16858726,IDA,,C,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20090506,UniProtKB
16957,P0AFC7,nuoB,GO:0045272,PMID:22063474,IMP,,C,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20111130,EcoCyc
16958,P0AFC7,nuoB,GO:0045272,PMID:11997136,IDA,,C,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20080121,EcoCyc
16959,P0AFC7,nuoB,GO:0015990,PMID:16807239,IMP,,P,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20071211,EcoCyc
16960,P0AFC7,nuoB,GO:0051539,PMID:12975362,IMP,,F,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20071211,EcoCyc
16961,P0AFC7,nuoB,GO:0008137,PMID:9495756,IMP,,F,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20071023,EcoCyc
16962,P0AFC7,nuoB,GO:0009060,PMID:9495756,IMP,,P,"NADH:ubiquinone oxidoreductase, chain B",nuoB|b2287|ECK2281,20071220,EcoCyc
16963,P33599,nuoC,GO:0005515,PMID:24561554,IPI,UniProtKB:P33602,F,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20140512,IntAct
16964,P33599,nuoC,GO:0005515,PMID:16079137,IPI,UniProtKB:P33602,F,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20140512,IntAct
16965,P33599,nuoC,GO:0005515,PMID:22210351,IPI,UniProtKB:P0ABZ1|UniProtKB:P06974,F,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20130417,EcoCyc
16966,P33599,nuoC,GO:0016020,PMID:16858726,IDA,,C,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20090506,UniProtKB
16967,P33599,nuoC,GO:0045272,PMID:22063474,IMP,,C,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20111130,EcoCyc
16968,P33599,nuoC,GO:0045272,PMID:11997136,IDA,,C,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20080121,EcoCyc
16969,P33599,nuoC,GO:0008137,PMID:20979355,IMP,,F,"NADH:ubiquinone oxidoreductase, chain CD",nuoC|nuoD|b2286|ECK2280,20101210,EcoCyc
16970,P0AFD1,nuoE,GO:0005515,PMID:24561554,IPI,UniProtKB:P33602,F,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20140512,IntAct
16971,P0AFD1,nuoE,GO:0005515,PMID:16606699,IPI,UniProtKB:P33602,F,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20140512,IntAct
16972,P0AFD1,nuoE,GO:0022904,GO_REF:0000033,IBA,PANTHER:PTN000042665,P,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20131218,REFGENOME
16973,P0AFD1,nuoE,GO:0045272,PMID:22063474,IMP,,C,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20111130,EcoCyc
16974,P0AFD1,nuoE,GO:0045272,PMID:11997136,IDA,,C,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20080121,EcoCyc
16975,P0AFD1,nuoE,GO:0051537,PMID:9593861,ISS,UniProtKB:P29914,F,"NADH:ubiquinone oxidoreductase, chain E",nuoE|b2285|ECK2279,20080822,EcoCyc
